"1";"gyro_xout";"gyro_yout";"gyro_zout";"accel_xout";"accel_yout";"accel_zout"
"15232";"154";"386";"133";"3380";"-1468";"15152"
"15233";"165";"397";"164";"3440";"-1464";"15216"
"15234";"148";"365";"130";"3428";"-1500";"15236"
"15235";"153";"410";"151";"3528";"-1492";"15236"
"15236";"171";"408";"149";"3348";"-1424";"15252"
"15237";"170";"403";"147";"3388";"-1420";"15248"
"15238";"206";"418";"145";"3364";"-1492";"15292"
"15239";"175";"401";"163";"3472";"-1476";"15192"
"15240";"186";"401";"139";"3440";"-1412";"15288"
"15241";"148";"420";"137";"3392";"-1428";"15200"
"15242";"152";"390";"123";"3440";"-1420";"15288"
"15243";"177";"452";"139";"3376";"-1432";"15172"
"15244";"171";"375";"152";"3440";"-1448";"15232"
"15245";"176";"399";"124";"3344";"-1392";"15268"
"15246";"153";"424";"128";"3432";"-1484";"15160"
"15247";"149";"387";"138";"3472";"-1464";"15240"
"15248";"186";"409";"130";"3404";"-1448";"15304"
"15249";"170";"407";"123";"3460";"-1468";"15148"
"15250";"139";"436";"153";"3412";"-1460";"15276"
"15251";"157";"393";"139";"3396";"-1424";"15184"
"15252";"164";"451";"153";"3484";"-1492";"15152"
"15253";"179";"412";"136";"3480";"-1504";"15260"
"15254";"159";"422";"139";"3432";"-1460";"15188"
"15255";"142";"419";"119";"3376";"-1504";"15240"
"15256";"170";"431";"142";"3428";"-1484";"15120"
"15257";"156";"420";"126";"3412";"-1524";"15180"
"15258";"208";"444";"121";"3472";"-1504";"15248"
"15259";"197";"383";"143";"3440";"-1472";"15236"
"15260";"162";"396";"150";"3396";"-1504";"15240"
"15261";"165";"409";"136";"3452";"-1440";"15300"
"15262";"157";"424";"138";"3408";"-1456";"15300"
"15263";"153";"384";"132";"3428";"-1484";"15244"
"15264";"186";"440";"174";"3400";"-1472";"15220"
"15265";"150";"443";"133";"3436";"-1420";"15140"
"15266";"138";"371";"133";"3456";"-1508";"15260"
"15267";"132";"430";"133";"3412";"-1460";"15240"
"15268";"187";"385";"139";"3448";"-1460";"15172"
"15269";"157";"420";"119";"3428";"-1500";"15240"
"15270";"133";"411";"128";"3400";"-1468";"15184"
"15271";"164";"420";"125";"3388";"-1436";"15248"
"15272";"161";"416";"163";"3436";"-1496";"15236"
"15273";"171";"383";"165";"3452";"-1756";"15216"
"15274";"153";"395";"124";"3380";"-1484";"15168"
"15275";"166";"398";"153";"3464";"-1464";"15224"
"15276";"179";"412";"136";"3384";"-1564";"15256"
"15277";"181";"397";"139";"3396";"-1468";"15252"
"15278";"151";"402";"153";"3456";"-1500";"15140"
"15279";"171";"383";"134";"3448";"-1416";"15204"
"15280";"145";"397";"124";"3460";"-1476";"15316"
"15281";"168";"390";"158";"3396";"-1468";"15272"
"15282";"138";"374";"120";"3448";"-1452";"15216"
"15283";"160";"407";"137";"3436";"-1456";"15228"
"15284";"128";"391";"147";"3492";"-1520";"15308"
"15285";"155";"407";"145";"3408";"-1464";"15312"
"15286";"152";"384";"137";"3448";"-1440";"15316"
"15287";"168";"419";"144";"3444";"-1456";"15236"
"15288";"133";"415";"118";"3408";"-1428";"15184"
"15289";"173";"404";"135";"3404";"-1480";"15236"
"15290";"152";"400";"124";"3412";"-1448";"15340"
"15291";"137";"411";"123";"3428";"-1464";"15260"
"15292";"160";"400";"113";"3424";"-1468";"15344"
"15293";"152";"436";"140";"3368";"-1472";"15340"
"15294";"136";"384";"141";"3432";"-1452";"15208"
"15295";"166";"384";"136";"3428";"-1448";"15204"
"15296";"148";"389";"171";"3408";"-1452";"15216"
"15297";"169";"414";"122";"3388";"-1388";"15228"
"15298";"163";"377";"153";"3436";"-1472";"15140"
"15299";"173";"426";"138";"3412";"-1472";"15240"
"15300";"153";"396";"114";"3476";"-1388";"15188"
"15301";"114";"415";"111";"3420";"-1496";"15204"
"15302";"158";"401";"142";"3444";"-1472";"15244"
"15303";"168";"403";"108";"3472";"-1524";"15320"
"15304";"158";"382";"140";"3388";"-1476";"15320"
"15305";"158";"404";"149";"3444";"-1476";"15220"
"15306";"189";"413";"145";"3480";"-1412";"15072"
"15307";"155";"399";"135";"3452";"-1444";"15272"
"15308";"147";"428";"147";"3412";"-1376";"15260"
"15309";"144";"394";"119";"3452";"-1452";"15308"
"15310";"160";"371";"129";"3388";"-1436";"15108"
"15311";"174";"406";"159";"3492";"-1376";"15212"
"15312";"145";"415";"138";"3380";"-1524";"15152"
"15313";"156";"407";"145";"3400";"-1452";"15220"
"15314";"148";"394";"124";"3360";"-1432";"15236"
"15315";"156";"398";"105";"3436";"-1396";"15296"
"15316";"168";"377";"117";"3404";"-1756";"15204"
"15317";"140";"399";"123";"3436";"-1464";"15256"
"15318";"199";"377";"123";"3456";"-1424";"15260"
"15319";"143";"410";"118";"3420";"-1416";"15236"
"15320";"148";"395";"142";"3428";"-1460";"15184"
"15321";"154";"392";"149";"3352";"-1524";"15220"
"15322";"172";"408";"131";"3416";"-1484";"15176"
"15323";"202";"417";"138";"3352";"-1460";"15256"
"15324";"153";"421";"125";"3468";"-1496";"15272"
"15325";"167";"390";"151";"3392";"-1404";"15264"
"15326";"170";"409";"152";"3416";"-1468";"15224"
"15327";"172";"401";"129";"3352";"-1456";"15144"
"15328";"146";"404";"134";"3432";"-1460";"15172"
"15329";"152";"426";"166";"3436";"-1420";"15180"
"15330";"167";"279";"109";"2940";"-1288";"15404"
"15331";"181";"356";"58";"3312";"-1192";"15524"
"15332";"41";"321";"-60";"3476";"-1592";"15400"
"15333";"118";"321";"-11";"3624";"-1464";"15200"
"15334";"208";"399";"82";"3132";"-1784";"15136"
"15335";"224";"301";"-373";"2848";"-1332";"15064"
"15336";"348";"129";"-576";"2064";"-680";"14600"
"15337";"387";"498";"-352";"4148";"368";"15052"
"15338";"110";"69";"5";"3124";"-1228";"15684"
"15339";"81";"615";"0";"3224";"-1212";"15112"
"15340";"211";"330";"199";"3172";"-1732";"14792"
"15341";"211";"329";"91";"3988";"-1028";"15268"
"15342";"88";"488";"148";"3612";"-1380";"15252"
"15343";"158";"347";"137";"3348";"-1616";"15096"
"15344";"203";"409";"127";"4056";"-1212";"15072"
"15345";"110";"496";"134";"3480";"-1380";"15204"
"15346";"160";"358";"150";"3348";"-1400";"15180"
"15347";"175";"449";"131";"3800";"-1388";"15104"
"15348";"163";"425";"119";"3440";"-1420";"15136"
"15349";"155";"373";"113";"3764";"-1356";"15168"
"15350";"166";"415";"126";"3700";"-1440";"15244"
"15351";"179";"387";"131";"3580";"-1372";"15116"
"15352";"152";"433";"146";"3664";"-1384";"15180"
"15353";"168";"396";"134";"3828";"-1356";"15204"
"15354";"165";"414";"135";"3716";"-1320";"14892"
"15355";"138";"371";"106";"3648";"-1376";"15212"
"15356";"144";"414";"159";"3748";"-1360";"15216"
"15357";"144";"439";"127";"3820";"-1344";"15188"
"15358";"145";"391";"132";"3724";"-1384";"15172"
"15359";"163";"392";"146";"3668";"-1396";"15120"
"15360";"179";"399";"109";"3672";"-1376";"15312"
"15361";"130";"405";"106";"3660";"-1396";"15252"
"15362";"179";"401";"133";"3728";"-1348";"15160"
"15363";"177";"382";"133";"3680";"-1312";"15160"
"15364";"167";"395";"134";"3652";"-1376";"15264"
"15365";"169";"415";"143";"3656";"-1380";"15248"
"15366";"166";"388";"111";"3620";"-1384";"15292"
"15367";"147";"417";"134";"3708";"-1412";"15256"
"15368";"160";"419";"177";"3680";"-1360";"15196"
"15369";"187";"400";"147";"3668";"-1376";"15228"
"15370";"152";"421";"112";"3692";"-1380";"15196"
"15371";"126";"411";"146";"3612";"-1436";"15204"
"15372";"158";"419";"144";"3712";"-1380";"15240"
"15373";"151";"425";"126";"3664";"-1380";"15152"
"15374";"158";"398";"135";"3640";"-1388";"15112"
"15375";"192";"420";"154";"3632";"-1392";"15148"
"15376";"151";"418";"162";"3712";"-1392";"15172"
"15377";"137";"455";"137";"3684";"-1404";"15208"
"15378";"182";"416";"132";"3368";"-1368";"15180"
"15379";"168";"433";"115";"3688";"-1336";"15196"
"15380";"153";"413";"143";"3600";"-1432";"15140"
"15381";"161";"417";"103";"3652";"-1384";"15300"
"15382";"169";"420";"111";"3664";"-1364";"15188"
"15383";"163";"394";"126";"3684";"-1388";"15196"
"15384";"170";"403";"133";"3676";"-1392";"15356"
"15385";"182";"414";"115";"3636";"-1364";"15196"
"15386";"152";"392";"122";"3756";"-1372";"15188"
"15387";"197";"414";"179";"3708";"-1344";"15264"
"15388";"161";"426";"175";"3652";"-1388";"15208"
"15389";"191";"410";"124";"3588";"-1312";"15188"
"15390";"159";"404";"116";"3648";"-1348";"15156"
"15391";"171";"376";"117";"3792";"-1440";"15232"
"15392";"168";"414";"111";"3736";"-1396";"14884"
"15393";"109";"347";"124";"3992";"-1640";"15072"
"15394";"86";"378";"117";"3956";"-1612";"14892"
"15395";"129";"381";"157";"3632";"-1508";"15100"
"15396";"218";"411";"161";"3356";"-1308";"14904"
"15397";"158";"362";"172";"3620";"-1536";"15348"
"15398";"166";"441";"102";"3372";"-1488";"15304"
"15399";"146";"346";"140";"4076";"-1636";"15004"
"15400";"206";"421";"169";"3480";"-1508";"15032"
"15401";"182";"397";"117";"3808";"-1120";"15304"
"15402";"113";"385";"139";"3664";"-1264";"15568"
"15403";"154";"422";"116";"3608";"-1520";"15168"
"15404";"217";"412";"146";"3540";"-1212";"15600"
"15405";"164";"438";"117";"3540";"-1512";"15284"
"15406";"107";"385";"143";"3572";"-1468";"15096"
"15407";"164";"409";"128";"3648";"-1416";"14852"
"15408";"174";"382";"151";"3640";"-1296";"15348"
"15409";"110";"406";"95";"3632";"-1424";"15228"
"15410";"137";"402";"112";"3728";"-1520";"15032"
"15411";"182";"425";"118";"3704";"-1428";"15248"
"15412";"191";"387";"115";"3356";"-1296";"15276"
"15413";"144";"398";"86";"3588";"-1260";"15172"
"15414";"130";"441";"135";"3528";"-1300";"15092"
"15415";"199";"354";"143";"4092";"-1412";"15104"
"15416";"196";"495";"134";"3636";"-1364";"15196"
"15417";"197";"364";"127";"3208";"-1272";"15136"
"15418";"168";"405";"131";"3528";"-812";"15544"
"15419";"101";"434";"120";"3452";"-1376";"15156"
"15420";"172";"388";"118";"3936";"-1480";"15132"
"15421";"155";"443";"129";"3784";"-1464";"15184"
"15422";"133";"342";"114";"3692";"-1504";"14976"
"15423";"91";"352";"133";"3796";"-1504";"15184"
"15424";"152";"405";"136";"3656";"-1384";"15352"
"15425";"174";"399";"113";"3600";"-1168";"15304"
"15426";"166";"423";"120";"3780";"-1280";"15244"
"15427";"153";"406";"119";"3524";"-1288";"15004"
"15428";"170";"361";"127";"4068";"-1272";"15208"
"15429";"130";"424";"116";"3708";"-1372";"15144"
"15430";"124";"420";"135";"3612";"-1412";"15212"
"15431";"180";"414";"156";"3668";"-1336";"15236"
"15432";"159";"413";"123";"3648";"-1284";"15348"
"15433";"83";"374";"136";"3740";"-1492";"15112"
"15434";"151";"428";"139";"3684";"-1580";"15132"
"15435";"209";"389";"117";"3508";"-1064";"15608"
"15436";"82";"402";"171";"3620";"-1448";"15340"
"15437";"206";"454";"136";"3732";"-1388";"15072"
"15438";"210";"454";"161";"3456";"-1252";"15252"
"15439";"107";"377";"132";"3736";"-1404";"15120"
"15440";"146";"434";"115";"3764";"-1468";"15176"
"15441";"173";"384";"142";"3612";"-1472";"15112"
"15442";"142";"408";"121";"3736";"-1344";"15248"
"15443";"130";"377";"124";"3612";"-1060";"15244"
"15444";"155";"410";"118";"3692";"-1392";"15120"
"15445";"163";"384";"125";"3832";"-1328";"15228"
"15446";"154";"418";"130";"3652";"-1524";"15192"
"15447";"156";"427";"135";"3628";"-1396";"15224"
"15448";"167";"404";"120";"3656";"-1356";"15232"
"15449";"178";"426";"112";"3660";"-1388";"15188"
"15450";"172";"383";"133";"3604";"-1380";"15192"
"15451";"172";"433";"110";"3684";"-1324";"15128"
"15452";"139";"417";"127";"3632";"-1412";"15184"
"15453";"157";"387";"129";"3836";"-1340";"15200"
"15454";"172";"407";"96";"3628";"-1364";"15216"
"15455";"163";"417";"142";"3648";"-1352";"15216"
"15456";"149";"408";"132";"3644";"-1336";"15264"
"15457";"144";"385";"105";"3644";"-1384";"15244"
"15458";"154";"400";"142";"3724";"-1428";"15256"
"15459";"176";"439";"126";"3672";"-1360";"15240"
"15460";"168";"430";"133";"3700";"-1376";"15152"
"15461";"128";"430";"149";"3836";"-1372";"15160"
"15462";"146";"389";"139";"3704";"-1416";"15116"
"15463";"133";"386";"126";"3596";"-1456";"15132"
"15464";"170";"436";"181";"3688";"-1336";"15160"
"15465";"180";"409";"146";"3824";"-1396";"15192"
"15466";"168";"375";"123";"3664";"-1380";"15276"
"15467";"122";"420";"162";"3732";"-1420";"15248"
"15468";"177";"375";"108";"3640";"-1420";"15160"
"15469";"165";"375";"108";"3728";"-1356";"15324"
"15470";"154";"394";"119";"3832";"-1340";"15144"
"15471";"153";"392";"103";"3640";"-1412";"15268"
"15472";"165";"422";"132";"3636";"-1396";"15172"
"15473";"147";"385";"112";"3696";"-1360";"15124"
"15474";"124";"427";"179";"3660";"-1384";"15168"
"15475";"125";"446";"141";"3620";"-1360";"15212"
"15476";"160";"398";"173";"3676";"-1416";"15308"
"15477";"140";"432";"124";"3656";"-1340";"15176"
"15478";"164";"393";"107";"3704";"-1340";"15244"
"15479";"148";"412";"137";"3664";"-1384";"15324"
"15480";"165";"379";"130";"3624";"-1328";"15196"
"15481";"186";"419";"144";"3612";"-1384";"15188"
"15482";"147";"427";"137";"3692";"-1396";"15140"
"15483";"170";"421";"137";"3624";"-1376";"15152"
"15484";"172";"408";"146";"3640";"-1372";"15196"
"15485";"136";"386";"155";"3588";"-1372";"15212"
"15486";"165";"422";"127";"3604";"-1392";"15240"
"15487";"181";"407";"109";"3640";"-1336";"15208"
"15488";"187";"387";"115";"3708";"-1384";"14928"
"15489";"166";"395";"147";"3692";"-1392";"15152"
"15490";"165";"445";"105";"3640";"-1336";"15304"
"15491";"163";"428";"124";"3676";"-1388";"15072"
"15492";"158";"412";"129";"3700";"-1360";"15112"
"15493";"169";"426";"140";"3632";"-1408";"15188"
"15494";"164";"390";"143";"3652";"-1400";"15216"
"15495";"180";"444";"144";"3668";"-1416";"15200"
"15496";"148";"376";"137";"3680";"-1372";"15172"
"15497";"157";"400";"98";"3672";"-1400";"15212"
"15498";"183";"426";"134";"3704";"-1404";"15188"
"15499";"198";"387";"130";"3636";"-1400";"15156"
"15500";"199";"365";"110";"3688";"-1340";"15304"
"15501";"122";"402";"127";"3648";"-1360";"14888"
"15502";"194";"423";"154";"3684";"-1412";"15148"
"15503";"160";"376";"130";"3636";"-1400";"15116"
"15504";"185";"393";"113";"3652";"-1412";"15232"
"15505";"160";"398";"150";"3648";"-1404";"15188"
"15506";"159";"413";"137";"3596";"-1396";"15152"
"15507";"160";"403";"119";"3636";"-1392";"15144"
"15508";"174";"388";"137";"3636";"-1400";"15156"
"15509";"150";"419";"115";"3628";"-1368";"15128"
"15510";"182";"404";"115";"3612";"-1392";"15196"
"15511";"157";"403";"161";"3692";"-1404";"15260"
"15512";"162";"397";"124";"3600";"-1400";"15144"
"15513";"145";"385";"109";"3640";"-1364";"15104"
"15514";"186";"418";"134";"3636";"-1376";"15284"
"15515";"164";"397";"182";"3660";"-1380";"15212"
"15516";"158";"391";"142";"3688";"-1364";"15128"
"15517";"196";"411";"122";"3636";"-1344";"15196"
"15518";"174";"411";"156";"3688";"-1372";"15164"
"15519";"146";"408";"134";"3596";"-1484";"15196"
"15520";"174";"394";"147";"3716";"-1420";"15172"
"15521";"140";"427";"164";"3644";"-1372";"15220"
"15522";"158";"446";"152";"3696";"-1392";"15160"
"15523";"170";"429";"156";"3656";"-1392";"15152"
"15524";"176";"392";"144";"3668";"-1364";"15088"
"15525";"162";"426";"115";"3632";"-1348";"15296"
"15526";"164";"405";"122";"3628";"-1388";"15180"
"15527";"168";"386";"126";"3660";"-1372";"15196"
"15528";"167";"388";"133";"3640";"-1432";"15164"
"15529";"180";"403";"142";"3656";"-1416";"15224"
"15530";"148";"386";"130";"3640";"-1396";"15112"
"15531";"140";"419";"132";"3652";"-1368";"15180"
"15532";"160";"437";"154";"3600";"-1412";"15172"
"15533";"173";"417";"126";"3644";"-1412";"15184"
"15534";"149";"400";"149";"3664";"-1400";"15164"
"15535";"159";"413";"118";"3644";"-1480";"15156"
"15536";"164";"389";"123";"3636";"-1304";"15096"
"15537";"155";"395";"127";"3692";"-1368";"15240"
"15538";"173";"457";"139";"3652";"-1348";"15244"
"15539";"163";"441";"129";"3656";"-1380";"15216"
"15540";"160";"405";"147";"3676";"-1428";"15192"
"15541";"156";"420";"142";"3648";"-1460";"15128"
"15542";"163";"420";"134";"3656";"-1400";"15276"
"15543";"165";"421";"111";"3592";"-1368";"15252"
"15544";"168";"404";"116";"3640";"-1368";"15188"
"15545";"156";"399";"147";"3732";"-1420";"15216"
"15546";"147";"398";"113";"3652";"-1384";"15244"
"15547";"149";"437";"100";"3660";"-1412";"15192"
"15548";"174";"418";"156";"3620";"-1380";"14872"
"15549";"184";"386";"150";"3664";"-1384";"14896"
"15550";"168";"400";"143";"3660";"-1396";"15072"
"15551";"153";"430";"122";"3656";"-1348";"15120"
"15552";"116";"394";"144";"3612";"-1360";"14908"
"15553";"149";"401";"110";"3672";"-1420";"15212"
"15554";"182";"400";"148";"3828";"-1388";"15172"
"15555";"141";"432";"110";"3720";"-1344";"14852"
"15556";"161";"413";"123";"3648";"-1396";"15172"
"15557";"163";"376";"167";"3648";"-1412";"15196"
"15558";"190";"411";"137";"3684";"-1392";"15328"
"15559";"156";"410";"133";"3664";"-1428";"15268"
"15560";"144";"384";"137";"3612";"-1384";"15188"
"15561";"151";"417";"163";"3648";"-1344";"15328"
"15562";"159";"396";"131";"3756";"-1388";"15232"
"15563";"169";"404";"108";"3664";"-1336";"15148"
"15564";"171";"383";"141";"3616";"-1332";"15260"
"15565";"152";"393";"152";"3652";"-1476";"15192"
"15566";"177";"361";"140";"3748";"-1520";"15128"
"15567";"144";"407";"110";"3688";"-1356";"15132"
"15568";"158";"370";"123";"3648";"-1424";"15208"
"15569";"176";"398";"130";"3624";"-1392";"15228"
"15570";"153";"407";"164";"3780";"-1352";"15128"
"15571";"176";"412";"123";"3688";"-1356";"15172"
"15572";"161";"440";"160";"3716";"-1356";"15180"
"15573";"221";"744";"273";"8400";"-4216";"7636"
"15574";"1037";"2715";"271";"36";"1008";"19288"
"15575";"-173";"752";"111";"2044";"-2132";"11848"
"15576";"266";"725";"493";"1856";"-1988";"15020"
"15577";"61";"540";"126";"2604";"-956";"15996"
"15578";"48";"-26";"115";"2008";"-1844";"15188"
"15579";"293";"12";"9";"2064";"-892";"15468"
"15580";"233";"20";"162";"3544";"-924";"15444"
"15581";"45";"521";"167";"4372";"-1312";"15172"
"15582";"-98";"1260";"402";"4116";"-1448";"15032"
"15583";"30";"2195";"5";"3896";"-1892";"14996"
"15584";"2";"2956";"359";"3032";"-1192";"15152"
"15585";"-51";"3218";"435";"1452";"-1376";"15108"
"15586";"-453";"3098";"564";"-164";"-2444";"12128"
"15587";"318";"2492";"533";"-1536";"-1552";"18104"
"15588";"129";"1755";"572";"-2396";"-716";"16032"
"15589";"-61";"1091";"80";"-2536";"-2432";"15304"
"15590";"284";"1271";"148";"-1160";"-944";"15884"
"15591";"17";"785";"205";"-1704";"-1764";"15384"
"15592";"172";"952";"136";"-1364";"-1568";"15784"
"15593";"178";"681";"80";"-1848";"-1736";"15392"
"15594";"75";"515";"113";"-1432";"-1748";"15240"
"15595";"115";"602";"167";"-944";"-1436";"15060"
"15596";"-26";"955";"388";"-1208";"-1916";"15140"
"15597";"116";"723";"85";"-2064";"-1816";"15352"
"15598";"248";"701";"14";"-2624";"-4268";"12628"
"15599";"226";"9";"35";"-1788";"-1872";"15108"
"15600";"334";"22";"202";"-2016";"-1460";"15676"
"15601";"59";"326";"98";"-568";"-1432";"15812"
"15602";"152";"449";"79";"-1656";"-1312";"15168"
"15603";"164";"353";"104";"-1520";"-1744";"14988"
"15604";"201";"350";"116";"-1444";"-1336";"15160"
"15605";"192";"391";"114";"-1480";"-1520";"15768"
"15606";"61";"482";"215";"-1508";"-1640";"15280"
"15607";"131";"450";"69";"-1432";"-1544";"15512"
"15608";"198";"104";"334";"-1700";"-1708";"15732"
"15609";"160";"-72";"157";"-1740";"-1728";"15628"
"15610";"323";"-72";"78";"-1484";"-1568";"14624"
"15611";"23";"91";"51";"-1172";"-2084";"14644"
"15612";"199";"-28";"163";"-916";"-1392";"16000"
"15613";"281";"277";"146";"-1252";"-1156";"16848"
"15614";"351";"323";"7";"-568";"-1388";"12916"
"15615";"382";"220";"161";"-912";"-2384";"13328"
"15616";"666";"391";"132";"328";"-560";"16760"
"15617";"-121";"465";"126";"-1120";"-3832";"16240"
"15618";"248";"538";"161";"-1100";"-1876";"14504"
"15619";"464";"561";"63";"-1480";"-1448";"14384"
"15620";"-176";"-130";"216";"-824";"-6148";"15576"
"15621";"29";"-70";"-14";"-856";"-1884";"15480"
"15622";"274";"-22";"42";"-212";"-1332";"14692"
"15623";"324";"485";"237";"-24";"-1348";"12044"
"15624";"75";"416";"96";"-108";"-3560";"13144"
"15625";"227";"427";"120";"-1044";"72";"17344"
"15626";"-308";"442";"213";"-560";"-1616";"15968"
"15627";"-188";"388";"27";"140";"468";"21744"
"15628";"299";"25";"34";"-436";"2472";"11944"
"15629";"-250";"40";"52";"1244";"3484";"13912"
"15630";"586";"879";"206";"1124";"-4980";"15368"
"15631";"113";"-16";"85";"-3248";"-2072";"8468"
"15632";"64";"290";"-29";"-608";"6956";"14576"
"15633";"-1708";"354";"-38";"216";"7840";"22316"
"15634";"1013";"110";"262";"-88";"9632";"11128"
"15635";"432";"303";"176";"-876";"-972";"18664"
"15636";"1009";"22";"101";"1624";"3040";"8356"
"15637";"331";"903";"19";"312";"-5820";"20180"
"15638";"227";"379";"151";"-1820";"464";"14876"
"15639";"48";"135";"-61";"-336";"-7656";"18932"
"15640";"577";"130";"159";"-176";"-3648";"20844"
"15641";"260";"609";"154";"-4172";"4764";"12448"
"15642";"-445";"1203";"-92";"4092";"672";"13748"
"15643";"854";"627";"-151";"1064";"-14060";"9052"
"15644";"1055";"-479";"420";"2716";"-7716";"18752"
"15645";"154";"435";"1095";"4788";"-7268";"28748"
"15646";"-717";"-695";"1518";"6948";"-3348";"23248"
"15647";"-72";"140";"1078";"-12532";"760";"24108"
"15648";"-608";"-803";"1714";"1616";"10336";"24336"
"15649";"501";"-575";"2622";"100";"-8228";"5548"
"15650";"-217";"195";"3078";"2708";"-6716";"22015"
"15651";"500";"-145";"3777";"-1696";"-3612";"24560"
"15652";"456";"402";"3620";"5348";"18388";"13588"
"15653";"1255";"1736";"3192";"-2908";"376";"4992"
"15654";"-686";"758";"3094";"3484";"764";"21232"
"15655";"-2997";"1010";"2264";"-1396";"-1040";"13668"
"15656";"-224";"642";"1012";"-3688";"-5776";"18016"
"15657";"-792";"436";"-208";"-6312";"8236";"15580"
"15658";"1345";"1021";"-288";"1248";"-7764";"12376"
"15659";"-931";"1403";"186";"-4864";"-1020";"-920"
"15660";"963";"1201";"-1236";"-1124";"-2508";"15000"
"15661";"1501";"92";"-2212";"-912";"-9792";"4484"
"15662";"1217";"115";"-2024";"1992";"-3228";"20048"
"15663";"34";"-106";"-1730";"812";"-11352";"25304"
"15664";"1585";"-288";"-756";"4104";"-3944";"25292"
"15665";"130";"1531";"804";"3756";"2992";"24572"
"15666";"-450";"1667";"1006";"3176";"12528";"31992"
"15667";"-1193";"1060";"565";"2624";"1916";"29183"
"15668";"-1180";"1803";"54";"452";"1528";"29016"
"15669";"2225";"1913";"-1479";"-5212";"-4016";"20240"
"15670";"-844";"2259";"-2184";"-1244";"22904";"27304"
"15671";"-884";"1594";"-2328";"-4812";"1964";"15888"
"15672";"-1179";"1511";"-2154";"-2292";"3512";"13016"
"15673";"-1400";"1293";"-2596";"5384";"-15124";"6404"
"15674";"1903";"987";"-3216";"-876";"-12968";"16404"
"15675";"-1269";"1387";"-2823";"1572";"6408";"10344"
"15676";"85";"708";"-2790";"7984";"-4116";"22264"
"15677";"-2183";"150";"-2334";"4968";"-4732";"22892"
"15678";"1312";"1069";"-2407";"2752";"-10668";"11656"
"15679";"1437";"201";"-2458";"908";"2836";"8020"
"15680";"712";"1134";"-2328";"1048";"-4652";"2420"
"15681";"3719";"2789";"-3176";"-5308";"-1572";"30128"
"15682";"598";"843";"-3846";"-1760";"2116";"32767"
"15683";"222";"510";"-3765";"-812";"-2940";"18328"
"15684";"16";"148";"-2896";"-512";"-5832";"14992"
"15685";"668";"905";"-3307";"4028";"6144";"8048"
"15686";"312";"1444";"-3667";"356";"-6704";"22544"
"15687";"-1629";"4";"-3518";"3440";"2404";"1108"
"15688";"1180";"1994";"-2762";"5020";"-11444";"4456"
"15689";"2442";"1553";"-3057";"-260";"-5380";"-536"
"15690";"2597";"1157";"-3901";"-160";"-8388";"20052"
"15691";"2342";"1564";"-3341";"-9712";"9680";"32688"
"15692";"1523";"1488";"-3403";"2760";"15056";"29204"
"15693";"580";"2038";"-2883";"-11796";"1564";"5424"
"15694";"691";"421";"-3374";"1388";"-8580";"25948"
"15695";"2012";"242";"-4587";"-5808";"-13280";"26860"
"15696";"1205";"146";"-3702";"7872";"13256";"18484"
"15697";"-1032";"-930";"-3026";"-1664";"2180";"6852"
"15698";"484";"-170";"-2913";"-1800";"-3812";"17360"
"15699";"1016";"-1042";"-2663";"-4156";"6004";"10760"
"15700";"2441";"-544";"-2247";"-3516";"-484";"13072"
"15701";"2173";"-161";"-1225";"1040";"-364";"27396"
"15702";"128";"899";"-1550";"-2540";"15456";"15636"
"15703";"-1488";"-898";"-1426";"-7652";"-1700";"11024"
"15704";"619";"-1046";"-1424";"1548";"2660";"21400"
"15705";"200";"461";"-261";"2372";"6796";"26756"
"15706";"509";"201";"-266";"-10760";"3748";"24744"
"15707";"194";"161";"-531";"6580";"13128";"2812"
"15708";"-551";"-353";"-582";"-1140";"940";"26508"
"15709";"266";"667";"-311";"-1404";"7732";"22064"
"15710";"621";"42";"-191";"1508";"-3884";"19248"
"15711";"-263";"-51";"-569";"1132";"5872";"23288"
"15712";"2278";"190";"-512";"-1196";"8504";"19000"
"15713";"-1179";"-742";"-595";"840";"8180";"20048"
"15714";"-258";"-151";"-497";"-1408";"3732";"20728"
"15715";"1301";"-1156";"-117";"-7760";"5104";"22832"
"15716";"66";"-492";"-59";"-3616";"-4476";"13224"
"15717";"-743";"-523";"63";"-5604";"3068";"14788"
"15718";"399";"-56";"360";"-5888";"-1264";"20560"
"15719";"19";"376";"703";"-3496";"-6452";"8772"
"15720";"720";"413";"349";"-1288";"-6528";"1360"
"15721";"-805";"737";"537";"-4520";"5048";"20716"
"15722";"-1503";"544";"317";"3360";"2664";"8008"
"15723";"-1406";"928";"416";"344";"52";"19032"
"15724";"499";"436";"483";"-4148";"10168";"11992"
"15725";"1541";"1445";"16";"4148";"-6004";"22236"
"15726";"2730";"1957";"-21";"1288";"72";"27028"
"15727";"4181";"2106";"-111";"7660";"2276";"25280"
"15728";"-1691";"624";"245";"4292";"4348";"22664"
"15729";"1633";"-244";"152";"-10060";"-948";"13376"
"15730";"920";"164";"-161";"-3536";"-10860";"10648"
"15731";"402";"172";"584";"2016";"608";"27096"
"15732";"-1583";"-285";"361";"-4616";"10632";"32767"
"15733";"-1774";"262";"280";"-9760";"-3608";"19308"
"15734";"-2801";"38";"349";"-10612";"-440";"17056"
"15735";"1045";"1196";"-214";"-3276";"4648";"29664"
"15736";"-518";"-746";"23";"-1432";"-6832";"27700"
"15737";"-628";"703";"377";"-3060";"4396";"18400"
