"1";"gyro_xout";"gyro_yout";"gyro_zout";"accel_xout";"accel_yout";"accel_zout"
"15738";"757";"588";"466";"-2180";"2660";"20516"
"15739";"795";"1346";"-22";"-3360";"9856";"25684"
"15740";"1365";"1008";"47";"-3228";"11276";"28504"
"15741";"760";"819";"-19";"-6308";"3608";"21008"
"15742";"-609";"538";"242";"6260";"-8128";"11972"
"15743";"247";"369";"-33";"4248";"-10304";"19496"
"15744";"-515";"113";"-390";"2220";"-2524";"5876"
"15745";"-1925";"701";"-300";"-3632";"-568";"17308"
"15746";"1893";"-173";"-260";"5636";"-11996";"23588"
"15747";"1154";"560";"-401";"6472";"996";"9960"
"15748";"2470";"637";"-78";"7928";"1560";"16612"
"15749";"1875";"92";"-71";"4600";"-1396";"4924"
"15750";"-514";"998";"103";"-3224";"-4104";"15112"
"15751";"-1195";"376";"105";"-2952";"-5100";"7652"
"15752";"382";"241";"152";"1720";"-8324";"21728"
"15753";"2534";"293";"61";"-2964";"3536";"18896"
"15754";"745";"448";"143";"3616";"-2224";"16236"
"15755";"-124";"579";"161";"1900";"3556";"15816"
"15756";"-29";"171";"163";"-4264";"1480";"14444"
"15757";"-1967";"16";"90";"-1060";"-16";"26664"
"15758";"-117";"532";"231";"-3876";"348";"9596"
"15759";"-746";"601";"348";"-3156";"-3468";"8008"
"15760";"-1431";"-236";"283";"6296";"-1644";"20900"
"15761";"-3089";"8";"549";"-576";"56";"20860"
"15762";"-1458";"49";"534";"-680";"-12796";"14052"
"15763";"-935";"749";"147";"-5160";"-9724";"11324"
"15764";"-330";"131";"269";"-2764";"-3104";"18512"
"15765";"-1096";"-138";"505";"180";"-2664";"3120"
"15766";"33";"825";"140";"-6200";"-9168";"18336"
"15767";"-169";"372";"69";"480";"1152";"24076"
"15768";"1106";"453";"-442";"-3120";"-4532";"16152"
"15769";"-1100";"1";"183";"5436";"4696";"17596"
"15770";"898";"112";"189";"-4088";"8240";"21372"
"15771";"274";"364";"497";"-1980";"-11608";"15344"
"15772";"799";"270";"106";"-2732";"4936";"19656"
"15773";"995";"544";"-82";"272";"-3828";"18316"
"15774";"-1464";"356";"173";"5136";"-10548";"20048"
"15775";"1449";"687";"227";"-3948";"-15456";"11848"
"15776";"323";"-240";"20";"1396";"6368";"14984"
"15777";"-749";"726";"-30";"-3292";"-9520";"10216"
"15778";"131";"177";"237";"-9572";"-4304";"12240"
"15779";"2898";"720";"-336";"3984";"3856";"5984"
"15780";"806";"507";"-86";"-1520";"-6768";"13224"
"15781";"1215";"429";"119";"128";"1952";"22332"
"15782";"-305";"-236";"99";"2620";"-6096";"12932"
"15783";"895";"716";"449";"1840";"-16360";"13216"
"15784";"1581";"-426";"7";"-152";"-4004";"12784"
"15785";"-2290";"95";"602";"-1420";"5408";"12960"
"15786";"607";"286";"767";"-2376";"-4956";"16276"
"15787";"-1262";"994";"532";"1176";"-2232";"6656"
"15788";"-717";"796";"459";"-2708";"-4404";"12236"
"15789";"1301";"322";"478";"1440";"-9692";"17628"
"15790";"282";"204";"-77";"-1112";"-7968";"13696"
"15791";"1875";"1015";"-340";"-2252";"-1596";"14664"
"15792";"-4324";"1063";"-32";"-1916";"7320";"18240"
"15793";"-1896";"336";"233";"-9152";"-4840";"-17008"
"15794";"-3447";"988";"228";"-4592";"3616";"4164"
"15795";"-6622";"-929";"1635";"-976";"3260";"20280"
"15796";"-2688";"-261";"1079";"-200";"-8268";"9072"
"15797";"83";"1466";"138";"-4020";"-14204";"10696"
"15798";"2978";"854";"50";"-2116";"-5708";"19480"
"15799";"-1192";"711";"-489";"-2604";"9500";"25912"
"15800";"-372";"867";"-319";"-1364";"2812";"16648"
"15801";"-934";"470";"-537";"-48";"-3376";"10044"
"15802";"-678";"-100";"-463";"-632";"4732";"10512"
"15803";"67";"466";"-788";"-3336";"-5396";"6868"
"15804";"-1881";"-190";"-520";"420";"-4804";"19016"
"15805";"-1318";"-724";"34";"-964";"-16880";"11776"
"15806";"386";"310";"-311";"-1464";"3528";"13484"
"15807";"-506";"126";"-70";"804";"436";"13244"
"15808";"188";"-1206";"557";"-140";"4244";"14168"
"15809";"801";"-665";"868";"1500";"-10000";"18532"
"15810";"-32";"118";"1013";"1684";"-820";"15284"
"15811";"463";"470";"681";"-860";"4336";"14088"
"15812";"-269";"894";"273";"792";"-2356";"17260"
"15813";"2290";"698";"555";"500";"680";"23232"
"15814";"-470";"710";"1205";"-1348";"-2196";"13376"
"15815";"-379";"591";"987";"-1444";"1504";"14344"
"15816";"158";"849";"245";"-1848";"-5352";"7052"
"15817";"642";"312";"130";"-1732";"-136";"3908"
"15818";"339";"82";"388";"4740";"-2744";"14652"
"15819";"-626";"442";"217";"-8";"-5276";"19604"
"15820";"74";"462";"469";"340";"-4188";"16876"
"15821";"-803";"-201";"402";"1908";"-8680";"13908"
"15822";"-495";"283";"742";"68";"1908";"22552"
"15823";"-265";"546";"455";"-1832";"1956";"22832"
"15824";"-425";"148";"83";"1404";"-6736";"16640"
"15825";"-532";"490";"-105";"2656";"-7744";"14840"
"15826";"593";"352";"232";"1172";"-1008";"11280"
"15827";"-194";"307";"479";"-1384";"-2348";"16716"
"15828";"1002";"50";"439";"100";"-4464";"13136"
"15829";"-196";"507";"765";"-180";"-588";"10824"
"15830";"-185";"345";"414";"-60";"-5172";"18068"
"15831";"-308";"316";"94";"-196";"228";"15828"
"15832";"441";"378";"131";"-852";"-16";"19320"
"15833";"1199";"609";"167";"-3464";"-4868";"9772"
"15834";"325";"934";"363";"-1684";"-11776";"10516"
"15835";"779";"885";"719";"-1424";"-7276";"12324"
"15836";"162";"525";"514";"-1404";"-512";"15860"
"15837";"-85";"343";"476";"712";"-2096";"15868"
"15838";"-117";"711";"319";"-780";"3864";"15416"
"15839";"-15";"1150";"-31";"-2064";"-13304";"12136"
"15840";"189";"1686";"87";"-1280";"596";"2804"
"15841";"699";"1520";"8";"-1668";"-15004";"12236"
"15842";"967";"928";"189";"-6020";"-13008";"2844"
"15843";"1348";"634";"149";"-5248";"-2192";"17480"
"15844";"-287";"743";"83";"-348";"-3652";"21184"
"15845";"337";"342";"211";"-1020";"-10952";"9840"
"15846";"698";"754";"243";"-2152";"-1712";"7264"
"15847";"-80";"429";"164";"-916";"-1188";"19636"
"15848";"716";"728";"38";"-1300";"364";"17016"
"15849";"731";"430";"-41";"-5032";"-7992";"7036"
"15850";"840";"366";"129";"-2052";"2772";"18400"
"15851";"339";"-195";"178";"-1920";"4416";"24736"
"15852";"756";"208";"24";"-368";"-908";"11252"
"15853";"-383";"-154";"189";"5760";"-3348";"13100"
"15854";"4";"-234";"-104";"-680";"2836";"19784"
"15855";"-14";"28";"201";"-644";"5532";"9708"
"15856";"-28";"414";"25";"484";"-3084";"15740"
"15857";"644";"10";"162";"188";"988";"10300"
"15858";"92";"551";"227";"596";"-2852";"18524"
"15859";"72";"475";"44";"-1052";"-244";"18148"
"15860";"90";"550";"162";"-3948";"5224";"9344"
"15861";"-382";"649";"142";"1984";"-3776";"24488"
"15862";"1681";"375";"0";"-4104";"-4564";"18280"
"15863";"877";"612";"210";"3136";"-912";"14332"
"15864";"-49";"781";"-246";"-3532";"11868";"14196"
"15865";"574";"637";"170";"-3352";"-1072";"28948"
"15866";"0";"591";"448";"-1976";"-5108";"19108"
"15867";"243";"380";"205";"-1672";"-144";"21092"
"15868";"-180";"694";"158";"-2340";"-7616";"16232"
"15869";"666";"-100";"255";"-3244";"-700";"16668"
"15870";"52";"503";"-69";"-6400";"560";"22952"
"15871";"154";"346";"-50";"-3844";"14416";"27956"
"15872";"-24";"636";"-139";"-8256";"-464";"26796"
"15873";"771";"497";"-494";"-9432";"15272";"20800"
"15874";"-188";"23";"52";"1628";"4332";"12908"
"15875";"-535";"475";"-156";"-5248";"2812";"4920"
"15876";"-395";"18";"-144";"-6216";"-7568";"16088"
"15877";"1037";"-627";"-278";"6312";"-6436";"30572"
"15878";"1472";"27";"-231";"5080";"20548";"24972"
"15879";"-573";"243";"170";"-788";"-10088";"12824"
"15880";"1203";"1399";"-209";"-4832";"11680";"1980"
"15881";"-230";"800";"-278";"2188";"7252";"1868"
"15882";"269";"687";"224";"2968";"-3384";"11800"
"15883";"-87";"629";"243";"2076";"10824";"22432"
"15884";"-141";"1257";"-643";"-3584";"-1280";"2504"
"15885";"-274";"742";"-32";"2404";"15644";"16364"
"15886";"-522";"1350";"-402";"-10112";"2296";"7244"
"15887";"809";"1123";"-971";"-80";"4864";"27600"
"15888";"9";"-356";"-822";"-24";"5892";"9272"
"15889";"2104";"461";"-351";"8596";"6640";"14912"
"15890";"3875";"195";"-335";"-2164";"3388";"32712"
"15891";"1486";"-281";"457";"-948";"-2148";"9076"
"15892";"-1808";"544";"-25";"7240";"2500";"16224"
"15893";"-1047";"-313";"-348";"-1972";"6768";"26632"
"15894";"869";"229";"341";"6824";"4576";"24748"
"15895";"837";"-279";"348";"-2640";"9876";"18192"
"15896";"872";"474";"512";"5280";"14532";"11908"
"15897";"367";"-39";"513";"-616";"13512";"18240"
"15898";"1183";"119";"531";"-5548";"-6148";"12780"
"15899";"2230";"1022";"942";"4932";"11924";"30572"
