SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1607733826.512963, 0.186000, 1.446098, -10.124031, -0.121035, 0.631525, 0.424753, 192.512756, -42.259735, -843.036072
1607733826.600529, 0.675614, 0.482432, -9.450812, 0.044298, 0.298344, 1.514328, 193.781845, -42.328293, -842.658325
1607733826.689585, 2.352602, 0.667084, -9.469666, -0.408636, -0.649454, 3.843848, 194.681808, -42.684814, -842.044983
1607733826.7501922, 2.031630, 0.949151, -11.355100, -0.893858, -1.424652, 4.461504, 194.412399, -53.994125, -842.792480
1607733826.8446798, -1.951125, 0.998532, -10.680234, -0.479707, 0.350202, 3.426710, 185.674103, -65.062866, -846.406006
1607733826.93441, -1.146074, 0.911892, -9.347113, 0.287657, 0.748926, 1.602346, 175.687241, -67.244812, -848.348267
1607733827.025676, 0.138415, 1.726369, -10.086772, 0.165894, -0.265510, 1.001012, 166.543457, -62.800766, -851.200745
1607733827.137788, 0.879271, 1.488146, -9.578752, 0.437488, 0.150058, 0.688104, 161.312607, -58.459427, -856.871521
1607733827.2215009, -0.266654, 0.717512, -9.828647, 0.123106, 0.112023, 0.671409, 158.335999, -50.184006, -869.436401
1607733827.3075151, -0.009128, 0.929998, -9.580398, 0.222492, 0.054239, 0.496102, 161.221603, -53.331909, -895.558472
1607733827.393866, -0.019752, 0.753575, -9.842862, 0.163652, 0.100700, 0.156523, 168.687668, -64.057770, -904.493835
1607733827.481069, -0.125097, 0.478541, -9.718962, 0.206399, 0.090202, 0.195597, 173.130737, -76.488892, -902.172668
1607733827.566777, 0.258275, 0.437391, -9.770737, 0.155425, 0.279805, 0.017927, 175.702438, -85.803619, -893.781616
1607733827.651826, 0.048333, 0.312593, -9.749040, -0.029088, -0.073804, 0.092448, 175.987946, -90.229889, -883.464844
1607733827.7349548, 0.130185, 0.151284, -9.781511, 0.189821, 0.286769, -0.030422, 176.391495, -90.929382, -874.987488
1607733827.818233, 0.412102, 0.380678, -9.860370, 0.163877, 0.190054, -0.209741, 175.417664, -89.469116, -868.553955
1607733827.901523, 0.206500, 0.103699, -9.686341, 0.290484, 0.043515, -0.799649, 174.959473, -86.792786, -864.093018
1607733827.985852, -0.076614, 0.119411, -10.603770, 0.663655, -0.639728, -3.047517, 174.442429, -82.606216, -861.373169
1607733828.07022, -0.957232, 0.709731, -9.675867, 0.999611, -1.052458, -4.959766, 172.072800, -80.810150, -861.029297
1607733828.1550941, -1.508796, -0.342072, -11.533019, -0.370942, -0.586787, -6.255152, 174.060486, -79.916168, -859.647278
1607733828.239986, -1.242142, -0.174777, -9.087791, -0.840006, -0.499565, -6.678330, 180.760605, -77.779724, -857.793213
1607733828.324425, -2.822315, 0.697162, -7.877522, 1.355765, 1.805973, -5.485470, 182.403793, -73.549149, -857.714600
1607733828.3817859, 0.102801, -0.773626, -7.866898, 0.381654, -1.700924, -4.905066, 188.243683, -55.031082, -853.614380
1607733828.466127, 0.799364, -3.624073, -8.693346, -0.753033, -0.367172, -2.487928, 178.740005, -43.072021, -854.457397
1607733828.552036, -0.712275, -2.715025, -9.274389, -0.555482, -0.445007, -2.089135, 170.901917, -36.175110, -854.981445
1607733828.6381369, -1.170316, -1.101931, -9.923517, -0.565740, 0.137859, -1.549591, 166.158981, -31.002960, -853.585510
1607733828.725034, -0.002095, 0.285060, -9.882516, -0.096555, 0.376708, -0.909095, 164.017838, -28.653870, -854.233276
1607733828.810801, 0.452354, 0.341772, -9.790788, -0.259173, 0.199875, -0.552524, 160.344742, -29.656570, -854.904724
1607733828.8959851, 0.189441, -0.332046, -9.502586, -0.046366, 0.184449, -0.296252, 154.424835, -31.636032, -853.855225
1607733829.01177, 0.260070, -0.085144, -9.867852, -0.022007, 0.350961, 0.071618, 149.639709, -30.088989, -851.944153
1607733829.097033, 1.275661, -0.120608, -9.770737, 0.181441, 0.217441, 0.000544, 148.054550, -29.818466, -851.350342
1607733829.18323, 1.385345, 0.020500, -9.633220, 0.197358, 0.133199, 0.127849, 147.755081, -28.894180, -850.445679
1607733829.269247, 1.482759, 0.211288, -9.412953, -0.307486, 0.039908, 0.630381, 146.954926, -28.070831, -849.953003
1607733829.355976, 1.184531, -0.001047, -10.056096, -0.368890, 0.024679, 1.569388, 147.324081, -27.395294, -850.181152
1607733829.442151, 1.422006, -0.058957, -9.548525, -0.986365, 0.575646, 2.681466, 148.086243, -25.880707, -849.389404
1607733829.529033, 1.777096, 0.931344, -9.091532, -0.488289, 0.306050, 3.920988, 155.923721, -20.024368, -848.102661
1607733829.615741, 3.351433, 2.799271, -9.543587, -1.315982, -0.023311, 5.270282, 167.281967, -18.637634, -847.368774
1607733829.702952, 3.746926, 2.584092, -9.130887, -0.612253, -0.774765, 4.268336, 181.358002, -21.294937, -846.382935
1607733829.7899342, 2.589928, 3.993079, -9.708488, -0.728380, -0.636395, 5.109955, 194.915283, -31.654068, -846.046082
1607733829.878886, 2.219425, 1.599925, -8.555231, -0.199647, -0.320274, 3.761276, 198.039108, -58.451065, -845.952515
1607733829.966341, 1.472135, 1.318307, -9.645041, -0.326684, -0.150105, 3.007999, 196.471268, -69.015060, -847.703003
1607733830.0539432, -0.031723, 1.447145, -9.484181, -0.712245, -0.599229, 1.222478, 190.846802, -73.137329, -846.257202
1607733830.141055, 0.645088, 1.032799, -9.225607, -0.146972, -0.040869, 1.598243, 186.003799, -72.853546, -846.847656
1607733830.2289991, 0.576404, 1.555633, -9.194034, 0.349084, -0.014785, 1.235255, 180.465256, -68.376877, -849.987976
1607733830.320086, 0.847398, 1.543362, -10.386945, 0.129970, -0.074838, 0.460511, 175.533066, -62.557693, -862.459961
1607733830.41041, 0.919673, 0.964115, -9.941324, -0.099786, 0.157873, 0.489546, 176.143326, -65.329758, -873.987000
1607733830.5009909, 0.637456, 0.841562, -9.811738, -0.045721, 0.154734, 0.271639, 175.504486, -75.116287, -878.715820
1607733830.592427, 0.624887, 1.074099, -9.871892, 0.073464, 0.193965, 0.034218, 175.411652, -82.622147, -870.248352
1607733830.686008, 0.723498, 1.012747, -9.861118, 0.205287, 0.011643, -0.144581, 173.977295, -80.988831, -864.343323
1607733830.778533, 0.948702, 0.738462, -9.713875, 0.377563, 0.136689, -1.313393, 175.245300, -77.800766, -862.248291
1607733830.869981, 0.444124, 1.217302, -9.899425, 0.701722, -1.292999, -3.321422, 175.354813, -75.339081, -862.497559
1607733830.9619598, -0.297629, 0.777667, -9.365818, 1.316379, -1.153272, -4.767583, 175.525085, -74.454132, -863.070068
1607733831.054481, -1.124377, 0.662296, -9.528923, 0.540158, 0.380157, -3.880898, 174.886017, -73.828476, -863.779785
1607733831.1486158, -0.641646, 1.187374, -8.915558, 2.150289, -1.604694, -3.853121, 182.765244, -71.242615, -860.300415
1607733831.240071, 0.179415, -2.791041, -8.745270, -0.237283, 0.149996, -2.621950, 189.086823, -68.344116, -855.258545
1607733831.3318682, 0.138714, -3.140893, -9.377340, -0.298019, -0.171784, -2.379332, 188.641708, -63.292847, -853.503174
1607733831.425457, 0.701800, -2.040907, -9.751284, -0.103038, -0.222609, -2.030249, 186.526657, -50.130661, -851.762512
1607733831.519624, 1.145476, -1.223587, -9.356540, 0.361677, -0.462224, -1.897186, 185.051224, -40.956207, -850.561646
1607733831.612033, 0.781108, -0.572663, -9.560646, -0.152688, -0.162296, -1.673235, 181.841141, -34.765884, -850.094910
1607733831.7056131, 1.009904, -0.954688, -9.735722, -0.038211, 0.020772, -1.262504, 176.696030, -30.082184, -850.450745
1607733831.798483, 1.162235, -0.481983, -9.338584, 0.139823, 0.032502, -0.772965, 174.185791, -29.042709, -851.072754
