time,X_value,Y_value,Z_value
Started:,12월 10 2020,11:20:30:490, 
243.7007,-27.98940,57.09569,-93.92091
243.7519,-27.73786,56.55410,-94.02377
243.8012,-26.22205,56.62222,-93.73472
243.8537,-26.66217,57.44998,-93.76191
243.9058,-25.80664,58.69538,-92.62661
243.9597,-27.30612,58.16625,-91.88783
244.0091,-27.63198,57.99000,-92.12905
244.0623,-27.96019,58.30754,-92.51743
244.1190,-29.18057,56.32867,-94.09762
244.1662,-29.93636,56.04796,-95.37093
244.2171,-31.42702,55.53671,-96.42211
244.2702,-31.04229,55.15588,-96.71568
244.3241,-31.01154,56.03161,-96.85181
244.3732,-30.19994,56.60979,-96.63559
244.4253,-30.31463,56.03969,-96.77553
244.4774,-29.45996,55.55692,-96.54334
244.5316,-27.19949,56.23909,-95.45382
244.5867,-26.42816,55.72282,-93.48659
244.6334,-25.73870,56.27327,-92.93173
244.6850,-25.37041,58.00788,-91.67406
244.7369,-24.07892,57.78347,-90.16605
244.7917,-23.80251,57.91081,-90.10704
244.8417,-23.58903,58.21783,-89.27818
244.8959,-23.24668,58.60134,-88.72282
244.9469,-25.04326,57.34175,-88.68806
245.0011,-25.15215,57.12017,-88.29309
245.0506,-25.72739,57.55005,-88.73008
245.1019,-26.77070,56.94419,-89.54388
245.1528,-27.83188,56.68743,-90.49699
245.2072,-27.92422,55.19593,-89.98423
245.2568,-26.68987,55.81458,-89.69138
245.3091,-26.73239,56.48155,-89.73635
245.3643,-26.22137,57.01425,-89.20335
245.4161,-25.49718,56.85832,-88.34812
245.4667,-24.49957,57.25772,-87.77081
245.5171,-20.18041,57.25954,-84.15503
245.5698,-18.22483,56.42318,-81.61215
245.6207,-19.29176,56.98211,-81.72584
245.6744,-17.71219,58.40575,-79.37005
245.7390,-15.88043,58.38068,-77.78629
245.7769,-13.42293,59.31443,-76.54007
245.8310,-13.49167,60.01527,-76.74789
245.8885,-13.42709,60.61255,-76.29090
245.9334,-15.05140,59.50663,-76.71298
245.9852,-16.32047,60.59444,-77.80599
246.0371,-18.25949,60.03671,-79.35450
246.0946,-19.40854,58.50040,-81.31765
246.1410,-20.11656,57.96268,-82.66773
246.1945,-20.46113,56.27039,-82.88631
246.2481,-19.99829,55.43667,-83.12479
246.3007,-17.64401,55.87235,-82.02301
246.3530,-18.07383,55.86202,-81.48144
246.4011,-18.36366,55.68480,-81.36711
246.4543,-17.31480,55.37506,-80.56953
246.5062,-16.24157,54.77010,-79.51645
246.5593,-16.54769,54.35477,-79.99340
246.6095,-17.31403,54.85649,-79.67532
246.6624,-16.68430,54.17262,-79.30695
246.7146,-14.68924,55.66603,-78.08620
246.7650,-13.55376,56.33314,-77.50460
246.8170,-13.83061,56.96540,-77.14680
246.8724,-16.11899,56.42294,-77.19591
246.9214,-16.84787,56.82545,-77.66600
246.9769,-18.95742,56.82062,-79.06203
247.0247,-19.54344,55.45499,-79.81785
247.0767,-18.00970,55.32017,-80.18336
247.1286,-18.53677,55.00363,-80.84025
247.1859,-18.94949,53.72083,-82.09095
247.2392,-19.45306,53.32440,-83.20344
247.2850,-19.51236,53.96027,-83.85268
247.3434,-19.56654,54.34163,-84.19620
247.3891,-19.64073,54.89966,-84.10934
247.4445,-18.59169,54.28973,-84.03069
247.5019,-18.66688,52.96356,-84.57815
247.5453,-20.07814,53.81259,-85.60195
247.5984,-20.09732,54.86301,-85.54794
247.6489,-19.99071,55.01964,-86.45180
247.7005,-19.20228,55.44562,-85.78995
247.7528,-19.61683,56.39648,-85.14456
247.8048,-19.99094,57.92614,-83.71927
247.8653,-21.36924,56.61905,-83.31908
247.9085,-22.94608,56.68579,-84.87984
247.9617,-25.33373,55.15198,-87.35868
248.0193,-25.57333,51.63403,-88.83958
248.0676,-25.21492,50.48837,-89.05775
248.1201,-26.36972,51.02777,-89.17883
248.1697,-25.80676,51.79893,-90.01636
248.2213,-26.32697,52.96688,-91.83450
248.2738,-27.21272,53.43449,-93.33726
248.3261,-28.90520,52.21275,-95.13728
248.3889,-29.51076,51.97138,-96.25902
248.4297,-29.17255,50.63825,-96.95546
248.4814,-28.19351,48.94292,-95.88994
248.5328,-27.31925,49.33573,-95.31393
248.5860,-27.10344,50.53734,-93.87621
248.6366,-26.01288,51.17155,-92.68293
248.6931,-26.02284,52.01927,-92.39502
248.7430,-25.46832,53.63387,-91.75945
248.7940,-25.63237,54.82099,-91.21551
248.8428,-27.35673,54.26943,-91.29085
248.8970,-27.31343,54.72094,-91.20268
248.9510,-27.93236,54.46704,-91.44665
249.0070,-28.74221,53.33499,-92.54012
249.0508,-30.57548,51.92265,-94.19205
249.1053,-30.94352,51.60169,-95.04015
249.1551,-30.98026,51.12156,-96.20711
249.2069,-31.58161,52.15238,-96.94926
249.2592,-31.41288,52.91425,-97.32383
249.3108,-31.77097,51.46123,-97.07455
249.3634,-31.54727,51.08025,-97.64156
249.4184,-30.74895,50.11288,-97.14124
249.4680,-29.40651,49.47235,-95.75117
249.5212,-30.84862,51.31534,-97.27811
249.5716,-32.06297,52.06201,-98.15742
249.6231,-31.33071,51.59829,-98.49568
249.6743,-30.40116,51.35787,-98.13635
249.7266,-31.35483,51.81206,-98.48883
249.7793,-33.60282,53.09200,-99.39226
249.8315,-35.16800,51.08152,-99.16516
249.8916,-35.78165,51.28542,-99.65035
249.9346,-36.88358,50.36343,-100.42325
249.9866,-36.88387,48.74943,-101.01055
250.0393,-37.12683,47.74941,-102.64857
250.0929,-38.99725,47.97822,-103.72170
250.1428,-39.44044,46.81311,-105.24279
250.1957,-39.48213,47.13555,-106.49567
250.2479,-38.98946,47.37378,-106.75121
250.3008,-39.50610,46.21694,-107.39423
250.3507,-39.73624,46.61488,-108.66536
250.4058,-38.78392,46.73934,-108.22128
250.4568,-37.08883,42.94675,-105.29885
250.5069,-36.48343,44.71272,-104.62921
250.5622,-37.03786,47.22787,-104.49574
250.6102,-36.71455,48.79325,-104.52940
250.6651,-36.87017,48.88008,-104.27330
250.7153,-37.79446,49.79592,-104.09055
250.7690,-38.56957,50.54007,-103.48615
250.8187,-39.88251,48.85579,-102.77438
250.8760,-40.50580,49.01698,-102.67897
250.9261,-41.66600,46.88863,-103.13905
250.9758,-41.06118,45.66361,-103.46178
251.0275,-41.50871,45.18626,-104.78975
251.0809,-41.97484,45.06008,-104.78248
251.1332,-41.77367,44.49235,-105.02643
251.1827,-41.89244,45.76075,-105.52309
251.2359,-41.43420,46.11356,-105.44296
251.2883,-42.07608,45.51580,-106.09942
251.3399,-41.97614,45.95080,-107.41630
251.3913,-39.55351,45.31769,-106.12039
251.4444,-38.03380,45.00150,-104.51408
251.4955,-38.24383,45.82576,-104.51375
251.5459,-38.89491,46.52779,-104.32946
251.5988,-38.18697,46.83255,-104.25342
251.6560,-38.53920,46.65099,-104.15127
251.7049,-39.22366,48.09165,-104.19807
251.7542,-39.69009,49.03205,-103.92861
251.8069,-40.21220,47.83302,-103.31598
251.8634,-41.31520,48.43000,-104.31728
251.9117,-42.86678,45.89604,-104.29620
251.9636,-41.53891,44.41885,-104.56435
252.0143,-42.71044,44.30711,-104.98482
252.0682,-41.42488,44.36875,-104.53174
252.1185,-41.03185,44.99300,-105.14687
252.1704,-41.43433,45.32928,-105.57925
252.2274,-41.52103,44.88115,-105.31181
252.2755,-41.73203,43.81248,-104.35117
252.3265,-40.82448,44.69057,-104.28974
252.3781,-39.88128,44.61028,-104.67213
252.4316,-38.30972,44.05809,-103.44723
252.4826,-38.85881,45.27961,-103.49934
252.5419,-38.33419,46.90850,-102.98885
252.5878,-35.78780,47.97868,-101.62663
252.6393,-34.44125,48.80616,-100.78644
252.6902,-35.12757,50.04485,-100.37019
252.7429,-35.64146,49.14310,-99.86738
252.7945,-36.86795,47.88694,-98.94338
252.8460,-38.97519,46.74269,-98.59949
252.9022,-39.35675,44.90729,-98.79639
252.9501,-39.05206,44.42271,-99.47568
253.0039,-38.94139,44.29126,-99.15594
253.0540,-37.52466,44.43457,-98.91194
253.1065,-38.35670,45.66558,-99.70000
253.1603,-38.83094,47.39270,-99.93691
253.2111,-38.92853,47.28151,-100.31767
253.2624,-38.94756,46.80482,-100.49197
253.3142,-37.94206,47.79508,-100.74870
253.3667,-35.74267,47.18916,-98.80676
253.4240,-35.49843,47.29612,-98.26540
253.4712,-38.02744,47.55096,-96.43183
253.5235,-35.35339,47.70453,-95.12395
253.5752,-32.64483,49.30257,-93.03059
253.6316,-31.85415,51.10337,-91.16216
253.6785,-30.52670,52.56160,-89.35584
253.7303,-31.11137,52.32970,-88.73090
253.7829,-30.61747,51.79207,-88.17982
253.8382,-31.53237,50.49319,-88.47055
253.8905,-31.06789,49.76437,-89.29892
253.9381,-31.39275,49.89619,-91.26223
253.9912,-32.26243,49.79881,-92.51050
254.0430,-32.73295,50.30581,-93.58757
254.0938,-33.45269,50.83541,-94.71907
254.1479,-33.58120,52.82971,-95.67718
254.1988,-35.16152,52.46779,-97.43806
254.2522,-36.07962,51.81104,-98.33643
254.3055,-35.93892,50.80900,-98.94532
254.3541,-34.12400,48.22120,-97.27280
254.4062,-32.07088,48.20167,-95.70700
254.4599,-32.50732,48.91931,-94.73392
254.5159,-31.08301,49.02874,-93.49471
254.5623,-29.38153,49.08346,-92.46432
254.6145,-29.07829,50.17081,-91.38416
254.6676,-28.62510,51.77745,-89.62862
254.7196,-29.95507,50.36087,-88.03420
254.7707,-31.21463,49.83567,-87.15776
254.8264,-32.76697,48.59886,-86.36445
254.8751,-31.72410,47.40852,-84.78210
254.9265,-30.38582,49.12471,-83.80305
254.9789,-30.35210,49.31566,-82.10133
255.0300,-28.14161,49.83642,-79.74461
255.0827,-27.16503,51.25121,-78.11031
255.1358,-25.82806,52.52037,-75.06952
255.1904,-24.97391,52.66689,-72.60122
255.2399,-24.43105,52.89915,-70.38874
255.2912,-22.85815,54.43629,-68.03835
255.3430,-21.05706,53.90914,-64.89532
255.3950,-19.66490,53.28467,-61.87173
255.4464,-18.20443,53.92833,-58.71806
255.4980,-15.89090,55.04234,-54.98119
255.5515,-12.66938,56.62082,-51.48808
255.6029,-10.28882,56.94995,-47.97389
255.6605,-7.63943,57.54048,-43.82172
255.7060,-7.41795,56.93339,-42.08182
255.7594,-6.85877,56.63012,-39.76640
255.8254,-7.40451,54.90994,-39.33113
255.8618,-6.45119,51.53061,-39.32484
255.9148,-2.69817,53.22188,-36.74931
255.9657,-0.42766,53.40413,-34.21344
256.0190,1.73217,53.64243,-32.00101
256.0773,1.95903,54.24275,-30.88372
256.1219,6.11425,55.55902,-26.87199
256.1743,8.70523,56.43270,-24.55610
256.2238,11.00431,57.86108,-21.30634
256.2834,12.28820,57.26926,-21.08335
256.3299,13.41247,55.12933,-20.84388
256.3794,13.94687,53.98223,-19.18500
256.4319,15.54668,53.79445,-16.41484
256.4870,17.43255,53.40400,-13.76780
256.5358,18.84499,52.20067,-11.55073
256.5920,21.61438,52.02502,-8.08698
256.6397,23.35806,52.07057,-5.86051
256.6950,23.05375,51.46927,-5.43475
256.7436,22.07628,51.32869,-5.22154
256.7961,21.49641,51.55112,-6.38454
256.8477,20.09079,51.54387,-9.12989
256.9012,21.29065,52.16007,-9.63695
256.9608,19.67926,51.52297,-10.60160
257.0034,20.19211,51.33562,-11.27170
257.0555,20.93157,51.86970,-10.84732
257.1102,21.56875,52.04994,-10.28248
257.1625,22.17853,51.93653,-9.79774
257.2117,22.53553,52.12090,-9.06660
257.2642,23.09726,51.48034,-8.71395
257.3211,24.59062,50.92902,-8.62370
257.3701,24.93155,51.34469,-8.07533
257.4214,25.81407,52.07549,-6.15215
257.4723,24.71736,51.66149,-6.95768
257.5267,25.57253,51.50189,-7.11696
257.5788,26.71465,51.59240,-5.41559
257.6276,27.81225,52.07715,-3.31905
257.6798,27.71376,52.50350,-2.63439
257.7329,24.60113,52.26431,-4.57558
257.7870,25.45857,52.06386,-3.81788
257.8424,23.50790,51.37588,-6.36263
257.8877,22.48555,51.08006,-8.59989
257.9411,22.14133,51.65684,-9.01039
257.9918,20.66635,51.99325,-10.41156
258.0565,19.72161,52.94989,-11.53997
258.0955,20.27243,54.02590,-10.82865
258.1477,20.60671,54.39188,-11.15006
258.2060,20.99930,55.31558,-12.13141
258.2564,21.85444,55.77238,-12.55991
258.3035,23.30477,54.56849,-12.84310
258.3581,23.81130,53.85686,-13.06445
258.4100,23.97680,55.13943,-13.10070
258.4600,22.71325,55.43295,-13.14124
258.5125,22.74879,55.15177,-13.88484
258.5634,22.53584,55.82603,-13.81372
258.6151,21.21687,56.94539,-13.79621
258.6681,19.33738,56.56123,-14.63852
258.7205,16.96633,56.16557,-16.51758
258.7714,15.67773,56.15379,-17.34081
258.8260,13.69307,56.48400,-19.25798
258.8779,13.30579,56.45913,-20.16891
258.9341,13.37967,57.06324,-20.19385
258.9798,13.84713,57.06740,-20.31089
259.0338,13.50687,57.22646,-21.36674
259.0829,13.55404,57.94216,-21.03678
259.1358,14.52052,58.55986,-20.18152
259.1942,14.78476,58.40733,-20.23508
259.2398,16.90974,58.29517,-18.91577
259.2930,17.26797,56.35388,-19.83363
259.3460,18.64275,53.75458,-18.49986
259.3954,18.26546,53.43518,-18.86864
259.4468,19.39849,54.07963,-16.67404
259.4992,19.36668,53.02518,-15.82307
259.5517,20.20038,52.24286,-14.35083
259.6140,20.36076,52.02807,-12.45919
259.6559,20.88116,52.25890,-10.00003
259.7116,19.56782,52.26898,-9.61586
259.7613,17.96039,51.53024,-11.31125
259.8178,18.16726,51.75832,-11.33469
259.8633,16.42566,50.58271,-13.79925
259.9157,16.87309,50.39498,-13.43669
259.9672,17.60323,50.43813,-12.24519
260.0221,19.22012,51.39567,-10.93138
260.0727,20.61957,52.48771,-10.10531
260.1248,21.27947,52.66009,-9.47268
260.1771,21.37993,52.21027,-10.26599
260.2379,21.30186,51.68777,-10.36730
260.2792,21.96572,50.55421,-9.33959
260.3319,24.41258,48.97316,-7.60977
260.3838,24.05912,48.74232,-7.32179
260.4353,24.35700,49.45709,-5.21598
260.4962,24.91975,48.58968,-4.09884
260.5409,26.55072,47.17134,-2.33407
260.5924,27.65950,46.00106,-0.42135
260.6434,28.25098,44.77947,1.18553
260.7048,26.83721,43.03208,1.60802
260.7470,24.92900,42.04590,1.08461
260.7994,26.02400,42.48948,1.63970
260.8526,24.20971,41.55055,-0.07454
260.9060,25.02547,41.76010,-0.63560
260.9637,26.32016,42.18658,1.02017
261.0071,27.46437,42.15327,1.84537
261.0613,28.56119,42.69547,2.60029
261.1132,28.73462,42.98739,3.08794
261.1650,28.73828,42.84876,2.90339
261.2165,27.82406,42.07414,2.05497
261.2685,28.68938,41.22875,2.40615
261.3214,30.53427,39.33589,3.59756
261.3714,30.71966,38.97754,4.47936
261.4242,30.98845,41.20433,5.05905
261.4754,31.88359,41.65054,5.74262
261.5280,32.91552,40.70569,5.74147
261.5848,32.26147,39.68996,6.10605
261.6335,31.91532,39.05082,7.80251
261.6833,31.39160,37.77555,9.25380
261.7351,29.66312,36.57267,8.88132
261.7880,29.75320,36.90051,8.53574
261.8414,28.71151,36.05344,7.09679
261.8981,29.47181,36.35707,7.63379
261.9442,29.45668,36.58718,7.74198
261.9992,30.95443,35.82872,6.82828
262.0468,32.87433,36.34365,7.04582
262.0989,33.54793,36.93003,7.87824
262.1584,33.83603,37.18457,8.40523
262.2050,32.87008,36.70052,8.65467
262.2647,32.82455,35.47204,8.90609
262.3071,34.63041,32.80542,10.39928
262.3606,35.29818,32.02775,11.44949
262.4138,34.06013,33.03362,11.67660
262.4646,34.73104,31.56671,13.97651
262.5146,36.75435,30.79408,15.95323
262.5679,38.45327,29.83456,17.83357
262.6199,38.65290,29.41395,18.73958
262.6728,37.68843,28.73647,18.90215
262.7237,35.10845,27.81772,17.74222
262.7750,35.17694,28.22652,18.73563
262.8268,34.80972,28.13525,17.72004
262.8830,34.27037,28.87060,16.38708
262.9314,34.31706,29.64935,15.99604
262.9831,34.93115,29.86433,15.35753
263.0349,34.76567,31.07611,13.89281
263.0943,34.70523,32.42341,13.03512
263.1387,34.43567,33.47687,12.72437
263.1917,33.94158,33.99439,12.07610
263.2462,34.60294,33.92256,11.30822
263.2966,36.71362,32.13820,12.26803
263.3550,36.04676,31.46699,12.02436
263.3991,36.51358,32.05101,13.51110
263.4520,36.31512,31.17548,13.47072
263.5030,37.41239,30.82115,13.87214
263.5573,38.08126,30.64520,14.97042
263.6139,36.52631,31.17641,15.19486
263.6591,34.37973,31.03829,14.33084
263.7123,32.15763,31.04180,13.09828
263.7632,32.84475,31.94912,12.93733
263.8152,32.60620,32.50318,11.92406
263.8667,31.68259,32.95883,9.80691
263.9196,31.81551,32.93722,9.59898
263.9807,32.09954,32.49013,8.92054
264.0232,32.67585,33.20790,7.42689
264.0770,32.46995,33.89603,7.23071
264.1309,33.48832,34.57136,7.64127
264.1849,33.85198,35.43144,7.90896
264.2325,33.16401,35.49326,7.79725
264.2838,35.09719,33.42845,8.86811
264.3350,34.91106,31.89238,8.56903
264.3865,35.08417,32.53948,10.72192
264.4392,36.30486,32.07429,12.42372
264.4915,36.42673,31.57870,12.38084
264.5464,36.62483,31.25552,12.73587
264.5980,35.60479,31.81494,13.14645
264.6524,33.88496,31.68632,13.50875
264.6987,31.53211,31.48126,12.59166
264.7538,31.54169,31.58932,12.60965
264.8032,31.52585,31.99521,11.03586
264.8571,30.42741,32.46849,9.08247
264.9068,31.10892,33.01272,9.60599
264.9589,31.79597,33.06622,9.77385
265.0131,32.73751,34.31147,9.19386
265.0644,31.76187,35.13996,7.54064
265.1174,30.67804,35.41239,6.54920
265.1689,30.14959,35.24141,5.04597
265.2189,31.64859,35.59757,5.10051
265.2708,32.50466,34.90727,5.21012
265.3264,32.75409,34.26724,5.29285
265.3833,32.74443,34.74303,6.26044
265.4268,32.93008,34.23917,7.57036
265.4841,32.60796,33.65279,7.17865
265.5343,33.27842,33.53082,8.13071
265.5831,32.67064,34.11361,8.49379
265.6368,32.05400,33.87402,9.27265
265.6868,29.74817,33.40565,9.15536
265.7394,29.73809,33.49523,9.11190
265.7909,29.57855,33.61945,8.52908
265.8444,28.52033,33.95388,6.93567
265.8976,28.53820,34.42028,6.74272
265.9490,29.19642,35.16314,7.12222
266.0052,29.76417,36.30745,6.05473
266.0528,29.48856,37.28647,4.88781
266.1075,29.35809,37.89949,4.14569
266.1549,28.33268,37.67862,2.71997
266.2174,27.97920,36.97527,2.18037
266.2587,28.28346,36.08125,1.41562
266.3125,28.88677,34.45309,2.82539
266.3670,29.40840,34.38332,3.75722
266.4211,30.27390,34.70765,5.92936
266.4679,30.99042,34.38738,7.16271
266.5187,31.98504,33.99361,8.29114
266.5710,31.88330,33.41110,8.90836
266.6270,30.66427,32.41164,9.56068
266.6747,28.80653,31.13621,9.87666
266.7268,27.07399,29.56376,9.48545
266.7809,28.51888,29.56753,10.15682
266.8311,28.96211,30.20836,9.44612
266.8852,28.23311,30.53805,8.39074
266.9344,28.53413,30.73395,8.98679
266.9883,28.78684,30.90045,8.11047
267.0400,29.05185,31.71140,7.00362
267.0977,29.57145,32.22875,6.88457
267.1529,29.74810,32.36074,6.71132
267.1957,30.06941,32.66969,7.34025
267.2490,30.76618,32.20630,7.07747
267.3054,32.72113,30.23639,8.41028
267.3508,32.23855,30.18175,8.80783
267.4029,32.16602,30.44744,10.47153
267.4560,32.15585,29.88579,10.39909
267.5065,32.60165,29.75664,10.86514
267.5608,32.73330,30.12107,11.68095
267.6112,32.06206,30.63064,11.74836
267.6634,29.85403,29.85685,11.35251
267.7156,28.43935,29.44973,10.38474
267.7679,29.18211,29.62027,10.49624
267.8188,28.42257,29.38384,8.76439
267.8714,28.53311,30.12912,8.19494
267.9249,29.87857,31.33200,9.65387
267.9761,31.02411,31.61310,10.07550
268.0269,31.89169,32.51003,9.09923
268.0782,31.17410,33.09521,8.11325
268.1357,30.64107,33.34555,7.30662
268.1852,29.79431,32.94799,6.53358
268.2363,30.45448,33.22237,6.49643
268.2916,32.26536,31.21876,6.96637
268.3383,32.62514,28.89071,7.27486
268.3931,31.46993,29.82786,8.22551
268.4435,31.98539,30.21117,9.30996
268.4946,31.90527,29.48589,8.83786
268.5463,32.23426,29.10995,9.86818
268.5988,31.36853,29.97056,10.18060
268.6549,30.02775,30.34746,9.66435
268.7021,28.08867,29.93685,8.68915
268.7544,28.10399,29.67652,9.09897
268.8065,28.14766,29.77569,7.50804
268.8607,27.07030,29.78192,5.51181
268.9110,29.41835,30.57047,7.90716
268.9623,29.59728,30.52647,8.01890
269.0165,30.35019,31.70654,7.34968
269.0684,30.12745,32.48331,5.81898
269.1232,29.87447,33.26886,4.64089
269.1709,29.51385,33.73333,3.69774
269.2221,29.83064,33.73207,3.43722
269.2756,30.95785,31.88734,3.74572
269.3266,31.58419,30.78798,4.09688
269.3793,30.61360,31.79727,4.94652
269.4311,30.30438,31.68020,5.11263
269.4837,30.66664,31.15381,4.79251
269.5374,30.84896,30.53755,5.50875
269.5858,30.20102,31.98436,5.45388
269.6383,28.89371,32.18727,5.69964
269.6903,27.31518,32.11864,5.02774
269.7476,27.43614,32.57945,4.77518
269.7961,26.07041,33.57182,3.07898
269.8463,25.26175,34.27730,1.20192
269.8991,26.44183,34.80011,1.18900
269.9503,26.60831,34.82944,2.01824
270.0023,27.42941,35.28747,1.62598
270.0547,26.94844,35.74609,0.88730
270.1071,27.16230,35.76443,0.45303
270.1607,26.90521,35.91372,-0.23193
270.2119,27.56725,36.28378,0.53963
270.2620,27.12657,35.18525,-0.56897
270.3151,28.69730,33.07638,0.67481
270.3725,28.47392,32.84421,0.77677
270.4222,29.49990,33.16184,2.77101
270.4718,30.03813,32.34884,2.54386
270.5221,30.31258,31.35634,3.12608
270.5768,29.89386,31.79594,4.11639
270.6358,28.99775,31.81185,4.46250
270.6782,27.37041,31.48806,4.08544
270.7314,27.23221,31.88034,3.72617
270.7868,26.20561,32.08611,2.56307
270.8364,24.55345,32.55222,0.29658
270.8860,25.65318,33.41638,0.44814
270.9393,26.65110,34.41653,1.68271
270.9916,26.60106,35.08154,-0.11564
271.0558,26.06659,36.24460,-2.02335
271.0956,25.52406,36.56895,-3.17120
271.1459,25.64121,36.86277,-3.63022
271.1983,25.58075,37.17501,-3.32020
271.2538,25.63364,36.66631,-4.18025
271.3069,27.52747,35.25637,-3.09291
271.3543,27.12395,36.29934,-3.38231
271.4084,27.72196,36.40680,-1.96016
271.4578,27.63166,35.04810,-1.65516
271.5124,27.38210,34.77450,-0.89012
271.5619,27.10077,35.94381,0.03373
271.6142,25.36374,36.29434,-0.34667
271.6663,23.84848,35.70313,-1.08575
271.7231,25.19948,35.73937,0.99124
271.7710,26.28128,36.39240,5.42594
271.8284,29.38921,36.05164,10.04937
271.8742,32.34494,31.37160,15.56812
271.9268,33.83546,25.17183,20.70420
271.9785,35.28816,19.80881,26.52239
272.0313,36.77674,12.03956,33.14471
272.0874,37.44823,2.55730,41.01561
272.1344,35.99122,-7.30789,50.21117
272.1910,32.66159,-16.56131,-298.51187
272.2380,28.14255,-25.32381,-287.00385
272.2920,20.38326,-33.07739,-273.97260
272.3423,12.36756,-39.78279,-259.78247
272.3980,0.40072,-45.60156,-242.66339
272.4463,-16.96751,-49.25095,-221.19171
272.4979,-31.21820,-47.72266,-203.16670
272.5532,-42.07082,-43.77288,-188.90063
272.6035,-48.67344,-40.04783,-177.38696
272.6555,-54.18036,-37.14381,-169.30762
272.7063,-59.92771,-33.62300,-162.54874
272.7589,-64.33390,-30.66953,-156.53378
272.8206,-65.04527,-28.60088,-152.67265
272.8614,-66.07256,-28.04892,-151.20804
272.9135,-66.83937,-26.66827,-152.16202
272.9655,-67.34372,-25.20392,-152.33942
273.0185,-68.01771,-25.26640,-151.58698
273.0699,-70.21940,-25.86156,-150.60791
273.1214,-71.45461,-26.06728,-150.01183
273.1739,-72.40446,-25.96385,-149.44177
273.2254,-72.55816,-25.79386,-149.41008
273.2773,-73.31782,-26.36227,-148.59933
273.3304,-73.54887,-26.76608,-148.28072
273.3815,-73.85207,-26.73841,-148.57367
273.4348,-73.74142,-26.68535,-148.53003
273.4858,-72.73710,-25.89233,-149.21819
273.5396,-72.60661,-25.67169,-149.27962
273.5901,-71.45341,-24.99258,-149.16629
273.6454,-71.46224,-25.62772,-148.54242
273.7001,-70.02629,-25.13516,-149.88177
273.7461,-69.75441,-24.64263,-151.53340
273.7973,-70.66637,-24.68603,-151.63626
273.8511,-70.98350,-24.48733,-150.60719
273.9038,-71.09380,-23.79730,-150.66258
273.9562,-71.66481,-23.42868,-150.32355
274.0069,-72.29998,-22.59090,-150.55061
274.0576,-73.00238,-22.55855,-150.82825
274.1107,-73.51976,-22.66316,-150.85814
274.1630,-74.05649,-22.49957,-150.82199
274.2134,-75.05499,-23.40506,-150.90237
274.2660,-74.59734,-24.79953,-152.73593
274.3204,-74.83410,-26.16981,-153.26152
274.3708,-74.70028,-27.19363,-153.75098
274.4261,-74.90437,-28.15169,-155.05945
274.4762,-74.95392,-28.78230,-154.23352
274.5266,-73.53770,-27.77469,-154.47125
274.5786,-72.73148,-27.06158,-155.40102
274.6304,-73.01497,-26.51691,-155.18509
274.6817,-72.99260,-24.49881,-154.55424
274.7352,-71.03789,-24.24317,-154.45049
274.7932,-70.82368,-24.13386,-153.67558
274.8454,-70.12884,-22.43932,-153.70256
274.8908,-70.64811,-21.14339,-151.95660
274.9419,-72.11797,-20.17142,-149.33618
274.9939,-72.40276,-19.36241,-149.38615
275.0466,-73.23441,-19.18102,-149.34758
275.0977,-73.81342,-19.10464,-148.59515
275.1501,-73.83600,-18.37630,-149.06982
275.2046,-73.36340,-18.19188,-150.36633
275.2535,-72.90626,-20.03950,-149.91965
275.3066,-73.93179,-23.69130,-147.77025
275.3633,-72.22761,-23.56583,-149.80559
275.4106,-70.83733,-23.65367,-152.53908
275.4619,-69.62003,-26.74143,-154.20854
275.5139,-69.23637,-28.98561,-153.85793
275.5658,-68.62017,-29.44418,-154.26799
275.6198,-67.06704,-28.99076,-156.90256
275.6714,-65.49995,-28.91286,-159.47542
275.7268,-64.38673,-28.13752,-159.78613
275.7738,-64.91521,-27.93573,-157.20232
275.8303,-66.05307,-27.58084,-155.55064
275.8770,-65.15415,-24.78525,-156.39011
275.9319,-65.62389,-23.26398,-155.39044
275.9812,-67.72468,-23.06531,-151.95778
276.0339,-68.96833,-23.13486,-150.58142
276.0892,-70.19694,-22.85480,-150.56364
276.1418,-71.78218,-21.74363,-149.53210
276.1908,-73.42142,-20.79565,-149.34357
276.2434,-73.81629,-21.13207,-149.42520
276.2933,-74.13741,-23.87676,-147.27562
276.3499,-76.43467,-26.70403,-144.35689
276.3975,-73.36788,-25.06423,-147.78940
276.4501,-71.35252,-24.75505,-151.32343
276.5024,-69.70887,-26.89886,-153.38960
276.5580,-68.39826,-29.12123,-153.82997
276.6123,-68.88927,-30.00285,-153.83879
276.6586,-68.33681,-29.91219,-154.10649
276.7108,-68.29971,-29.68580,-154.86630
276.7620,-68.17100,-28.40249,-154.25801
276.8129,-68.28856,-28.54700,-152.43977
276.8651,-67.78268,-27.07610,-152.85609
276.9171,-66.90774,-24.42269,-153.24641
276.9692,-67.99880,-23.65290,-151.51474
277.0216,-68.44690,-22.56957,-150.35765
277.0750,-69.01055,-22.43076,-149.68555
277.1249,-70.98346,-22.84161,-149.17870
277.1769,-72.68646,-22.74002,-148.77910
277.2306,-72.14613,-22.00694,-150.11023
277.2809,-71.38983,-22.20527,-152.41884
277.3332,-70.62403,-24.78480,-153.99045
277.3846,-71.94755,-27.53611,-152.32985
277.4380,-71.18626,-26.68650,-151.70587
277.4909,-69.58070,-27.64914,-154.10017
277.5410,-68.24126,-28.80006,-156.61984
277.5945,-68.93591,-29.76399,-155.14821
