time,X_value,Y_value,Z_value
Started:,12월 10 2020,11:20:30:490, 
142.7446,-30.30014,13.13224,-201.30417
142.7971,-29.30330,12.39606,-199.38271
142.8489,-29.11787,11.18861,-198.28981
142.9009,-29.42878,12.69602,-199.32574
142.9528,-30.53033,12.55714,-198.70517
143.0062,-29.12877,13.10958,-198.80853
143.0627,-30.33984,14.57846,-199.64720
143.1088,-30.08252,15.31605,-199.82005
143.1628,-31.32445,15.44280,-200.23102
143.2157,-33.32801,14.29623,-200.58156
143.2659,-31.90562,13.99786,-200.26962
143.3176,-32.89565,12.41033,-200.47395
143.3697,-32.17279,12.70750,-199.56723
143.4215,-34.07743,12.84593,-199.52815
143.4848,-32.41933,12.12498,-199.24060
143.5250,-31.48330,13.12859,-200.78256
143.5778,-32.17862,14.15512,-201.87659
143.6289,-31.00995,14.24885,-201.94919
143.6815,-30.78033,14.73220,-202.54555
143.7324,-29.65004,14.52871,-201.49463
143.7849,-29.10272,14.06089,-198.50836
143.8378,-28.98761,14.26299,-200.03444
143.8957,-30.45290,15.56773,-200.62430
143.9418,-29.37897,14.91286,-200.27837
143.9925,-28.95928,15.12041,-199.93004
144.0464,-29.60375,15.60162,-200.31996
144.0993,-30.43478,15.93492,-199.95261
144.1492,-31.61482,14.59265,-200.28847
144.2005,-31.80037,13.85782,-200.83853
144.2528,-31.98117,14.08043,-200.77444
144.3057,-32.41068,14.03102,-201.26114
144.3620,-32.95193,13.67778,-201.98627
144.4104,-34.37668,12.65037,-201.88205
144.4611,-33.75280,11.95321,-201.88643
144.5135,-33.43484,12.43977,-202.43739
144.5688,-32.60819,12.20599,-202.53119
144.6179,-31.95418,12.10031,-202.63005
144.6682,-31.12312,12.42915,-202.47273
144.7208,-29.97699,13.29658,-201.62317
144.7741,-29.95369,12.31909,-199.92503
144.8255,-29.67179,12.69139,-200.13011
144.8764,-31.62049,14.31084,-200.74652
144.9308,-31.32172,13.58199,-200.29779
144.9829,-31.15106,13.65019,-200.42854
145.0335,-31.94372,13.98647,-200.79765
145.0846,-32.28257,14.77402,-200.51672
145.1365,-34.07461,13.83368,-201.08321
145.1915,-34.13382,13.22991,-201.11491
145.2480,-34.30531,13.16736,-200.80986
145.2923,-34.59129,12.62486,-201.04677
145.3486,-35.10163,13.07894,-201.54893
145.3960,-35.11975,12.54134,-201.11380
145.4501,-33.70640,11.70841,-201.41576
145.5005,-33.37460,12.32985,-202.12463
145.5521,-32.73963,12.74918,-202.65413
145.6098,-32.14787,12.44240,-202.66881
145.6643,-31.25263,13.64763,-202.51292
145.7082,-31.19358,13.10245,-200.63948
145.7617,-30.84414,12.85348,-199.60414
145.8123,-32.07499,14.33787,-200.31477
145.8707,-33.14503,15.58783,-199.37492
145.9171,-32.65835,15.12478,-198.49606
145.9695,-32.42932,15.16150,-198.33481
146.0203,-32.92902,15.84609,-199.25645
146.0726,-33.73975,15.83699,-199.41696
146.1319,-35.06017,14.44570,-200.25012
146.1780,-34.53379,14.91375,-200.62741
146.2283,-35.45212,14.64915,-201.63858
146.2807,-35.06332,14.22391,-202.78596
146.3322,-35.46122,13.83106,-203.50522
146.3853,-34.85345,12.89276,-203.11430
146.4366,-34.29770,12.83027,-203.35754
146.4879,-34.01736,13.50782,-203.38962
146.5403,-33.35986,13.71103,-202.78752
146.5907,-32.56696,13.42330,-202.53896
146.6433,-31.71828,14.19066,-202.16541
146.6949,-30.76698,14.38102,-200.06503
146.7499,-30.67358,13.56334,-200.99260
146.7992,-31.46505,15.20515,-202.17139
146.8499,-32.45181,14.63240,-201.98186
146.9031,-30.96366,14.18394,-201.27853
146.9580,-31.51497,14.13284,-201.89056
147.0065,-31.84432,14.95244,-201.97383
147.0601,-33.07154,14.55444,-202.37907
147.1105,-33.41720,13.87017,-203.14362
147.1666,-33.51732,13.84748,-203.33194
147.2181,-34.78473,12.18971,-203.84743
147.2668,-33.80397,11.66204,-204.68430
147.3182,-34.30449,11.24212,-204.60225
147.3703,-33.20564,10.03436,-202.96129
147.4228,-33.07873,12.05817,-203.35756
147.4813,-33.49322,12.97255,-203.28209
147.5267,-32.77440,11.78832,-202.72203
147.5812,-33.06670,11.01748,-202.72815
147.6328,-31.96201,11.41781,-201.66803
147.6824,-30.74290,11.92816,-200.22301
147.7345,-32.03261,11.63008,-200.72685
147.7862,-33.14458,13.35456,-199.97331
147.8475,-33.09119,13.71191,-198.80515
147.8979,-32.69229,14.29423,-198.23979
147.9425,-32.66928,15.11563,-198.14502
147.9971,-32.81126,15.51658,-198.20419
148.0466,-34.08148,15.17669,-197.80154
148.1025,-34.21917,14.58533,-197.61447
148.1508,-34.28582,14.75382,-197.51031
148.2027,-34.09007,13.72241,-197.72662
148.2538,-33.75054,13.53172,-198.16005
148.3064,-34.28992,12.05880,-197.88809
148.3584,-33.60115,11.40246,-198.20941
148.4117,-33.01042,13.86489,-199.25624
148.4628,-32.66978,14.48030,-199.71803
148.5172,-31.62213,14.23154,-199.76036
148.5662,-30.82597,13.62251,-199.82080
148.6203,-30.02888,12.82271,-198.78078
148.6723,-30.38747,12.54198,-196.05455
148.7232,-30.24891,13.09253,-196.39098
148.7744,-31.85108,13.65006,-196.01703
148.8261,-30.83858,12.61092,-194.83502
148.8808,-30.47566,12.98585,-194.07822
148.9343,-30.68715,13.66248,-194.38049
148.9841,-31.29087,14.14945,-194.50568
149.0338,-32.56338,13.34230,-194.40164
149.0871,-32.46341,13.49992,-194.02441
149.1382,-32.21693,13.96034,-194.05841
149.1921,-31.99051,12.63874,-194.97777
149.2426,-32.26564,11.98791,-194.98405
149.2950,-31.98060,10.52963,-193.48216
149.3531,-30.94450,11.38245,-193.37102
149.4000,-30.82800,12.12894,-193.78448
149.4502,-30.91236,11.88931,-193.40399
149.5038,-31.43194,11.96434,-193.37131
149.5548,-31.49790,12.78491,-193.48410
149.6061,-30.90361,14.22676,-192.22668
149.6676,-30.91929,15.12696,-193.67859
149.7104,-32.39232,15.70973,-195.85258
149.7637,-32.63564,15.19476,-195.12744
149.8149,-32.06150,15.60929,-193.71712
149.8701,-32.80492,16.14977,-194.05948
149.9180,-34.01329,16.59385,-195.89568
149.9720,-34.89068,15.22495,-196.47575
150.0232,-35.15208,13.52572,-197.12854
150.0740,-36.11787,13.74241,-197.48622
150.1305,-35.85748,13.37709,-198.34517
150.1790,-35.28423,13.53834,-200.16562
150.2313,-35.33438,13.03941,-199.63864
150.2843,-34.46983,12.69200,-199.31815
150.3350,-34.13015,13.44107,-199.88403
150.3860,-33.86565,13.29913,-199.83388
150.4374,-33.95057,12.18994,-199.53114
150.4898,-33.05318,12.08635,-198.64664
150.5419,-32.74004,11.05588,-197.87547
150.5945,-32.30262,12.06670,-195.97176
150.6475,-31.99336,12.12169,-197.70340
150.6991,-32.64437,13.33649,-197.90736
150.7551,-33.26822,11.77324,-197.05046
150.8033,-32.53907,11.80094,-196.01059
150.8541,-32.61913,12.67232,-197.27362
150.9057,-33.80707,12.91459,-197.71185
150.9615,-34.44214,12.01296,-197.63864
151.0098,-34.38158,11.80601,-198.16470
151.0662,-35.09745,12.68424,-197.71983
151.1154,-35.29299,12.23676,-196.94188
151.1673,-34.75407,13.11725,-198.00639
151.2185,-35.60291,13.58745,-197.83275
151.2706,-34.10254,13.06479,-197.83794
151.3217,-34.25751,13.76736,-198.79033
151.3784,-33.58511,14.02453,-198.85225
151.4319,-33.72106,13.47448,-198.55783
151.4776,-33.48257,13.45906,-198.27582
151.5312,-33.33077,13.00473,-197.43137
151.5835,-32.64249,13.13180,-195.57246
151.6352,-32.80699,12.90363,-197.41249
151.6862,-33.18103,13.84391,-197.08978
151.7382,-33.01081,13.04354,-196.12735
151.7899,-32.87281,12.98713,-195.28596
151.8426,-33.53199,13.26147,-196.52020
151.8941,-34.29844,13.91074,-197.18636
151.9502,-35.03350,12.85217,-197.47925
151.9988,-35.39690,13.26574,-197.17371
152.0501,-35.81293,13.66751,-197.52962
152.1018,-35.87273,12.53708,-198.57813
152.1588,-35.26044,12.93689,-199.27919
152.2060,-35.07224,12.31577,-198.84177
152.2583,-34.72690,12.04223,-198.74187
152.3099,-34.73798,12.49943,-198.87331
152.3626,-34.79434,12.47039,-198.67337
152.4141,-34.65764,12.18768,-198.04735
152.4665,-34.31834,12.86067,-198.05128
152.5185,-34.04446,12.03559,-196.31715
152.5693,-33.34849,11.50423,-194.90985
152.6220,-34.04739,13.24994,-195.71275
152.6732,-35.50570,14.16027,-194.24408
152.7259,-34.85021,14.63696,-192.71393
152.7847,-34.38755,15.53825,-191.51979
152.8298,-34.42167,16.00636,-191.69955
152.8814,-35.85033,15.56578,-191.80461
152.9343,-36.59406,13.98233,-191.52875
152.9856,-37.08113,14.46659,-192.06244
153.0384,-37.27084,14.03436,-193.11839
153.0894,-37.02762,13.27672,-195.07843
153.1424,-36.92273,12.96602,-195.41281
153.1935,-36.46816,12.35843,-195.74562
153.2453,-36.30527,12.65425,-196.43584
153.2973,-36.03148,13.38842,-196.62366
153.3497,-35.79924,13.52118,-196.39230
153.4027,-34.77315,13.46665,-195.75398
153.4534,-34.23288,13.83370,-195.21825
153.5059,-33.53045,12.88312,-193.12018
153.5570,-32.92869,12.25574,-193.13376
153.6100,-33.76132,13.15483,-193.38394
153.6663,-34.38323,12.34616,-193.00204
153.7158,-33.92551,11.82719,-193.02852
153.7664,-33.66529,12.19379,-193.39973
153.8186,-34.78150,12.13871,-194.53760
153.8679,-36.27212,10.93772,-195.11754
153.9206,-36.13725,9.73857,-195.80948
153.9716,-36.16114,10.17964,-196.81369
154.0240,-36.17157,9.03023,-197.77397
154.0758,-34.74185,9.07951,-198.99396
154.1299,-35.75560,9.00222,-199.04193
154.1798,-33.98756,8.70664,-198.64679
154.2332,-34.01899,10.65620,-199.62354
154.2863,-34.16603,11.40551,-199.36971
154.3352,-34.21233,11.57161,-199.29790
154.3885,-34.45786,11.13037,-199.15349
154.4396,-33.37893,10.73209,-198.81033
154.4993,-32.63715,11.93027,-197.45808
154.5459,-32.62806,11.93053,-198.60670
154.5955,-33.99899,12.34254,-198.75635
154.6478,-33.21439,11.71904,-197.92891
154.7024,-33.61601,11.37403,-197.30258
154.7515,-33.26870,11.25088,-197.07797
154.8042,-33.94367,12.07932,-198.21516
154.8556,-35.36405,12.04873,-198.40381
154.9127,-36.00114,10.86505,-199.03485
154.9595,-37.06031,11.59832,-199.46141
155.0115,-37.64769,10.53228,-199.49207
155.0639,-36.52631,9.78852,-199.88579
155.1187,-36.89341,8.32846,-199.48732
155.1713,-35.56421,8.24123,-199.94122
155.2193,-35.40147,10.21831,-200.50648
155.2712,-34.70593,10.73285,-200.35608
155.3247,-34.11568,10.91267,-200.44963
155.3756,-33.89434,11.40635,-201.09525
155.4277,-33.58722,10.17662,-199.41690
155.4811,-33.02665,8.50480,-198.32373
155.5328,-33.03792,9.89109,-199.48094
155.5849,-34.43091,10.68091,-199.63614
155.6354,-33.70953,10.92896,-199.10899
155.6888,-34.03500,11.62882,-198.89128
155.7394,-34.57812,12.09247,-198.97934
155.7933,-35.94334,11.83762,-198.90492
155.8436,-37.17098,10.58512,-198.81517
155.8949,-37.47364,11.75190,-199.08739
155.9486,-38.41561,12.37513,-199.55669
156.0022,-37.92972,11.08590,-200.96252
156.0516,-37.63789,9.95747,-202.05984
156.1066,-37.38456,8.26124,-201.73132
156.1549,-35.97352,8.00018,-202.32222
156.2074,-35.76878,8.98275,-201.93156
156.2593,-35.41856,9.32761,-201.01804
156.3139,-35.08668,9.21906,-200.17715
156.3653,-34.62568,9.47729,-199.93843
156.4152,-33.97387,10.03197,-196.46645
156.4729,-33.93031,9.88046,-196.49203
156.5191,-35.51789,11.37890,-198.32108
156.5751,-35.77681,11.44759,-197.24445
156.6288,-35.56427,11.94333,-195.73886
156.6755,-35.51751,13.34014,-195.46198
156.7267,-35.69968,14.12027,-196.66470
156.7787,-36.67153,13.53385,-196.40573
156.8312,-36.27369,12.38813,-196.57779
156.8839,-37.26340,13.68981,-196.18478
156.9354,-37.55947,14.16788,-197.13972
156.9872,-37.36865,14.27059,-199.37268
157.0398,-37.10047,14.08768,-200.62471
157.0908,-37.09239,12.94180,-199.88789
157.1439,-36.63738,12.63884,-199.90924
157.1951,-36.77066,12.94666,-199.29951
157.2468,-36.44682,12.61709,-197.81477
157.2990,-35.65391,12.75653,-196.99463
157.3508,-35.26696,12.73830,-196.82497
157.4034,-33.77061,12.55900,-194.96265
157.4549,-33.89642,11.52494,-196.12347
157.5067,-34.75197,13.62652,-197.44525
157.5607,-35.58763,13.09105,-196.68884
157.6109,-34.82276,12.70268,-195.58189
157.6652,-34.95095,12.85896,-195.06842
157.7166,-35.51028,13.70008,-195.28246
157.7718,-36.55252,13.52358,-195.22000
157.8225,-37.37285,12.68850,-195.96024
157.8717,-37.22288,13.06326,-195.83606
157.9233,-37.48790,12.56146,-197.20299
157.9756,-37.98477,12.14487,-199.85623
158.0275,-38.20165,11.43049,-200.39400
158.0796,-37.55891,10.05797,-199.10443
158.1311,-36.78279,11.34191,-199.02029
158.1832,-36.22200,13.12880,-199.09657
158.2391,-36.04894,12.94865,-198.18456
158.2880,-35.04758,12.85976,-197.20068
158.3392,-34.48443,12.31672,-196.82196
158.3913,-32.71851,11.38629,-194.83655
158.4448,-32.65177,9.93605,-194.77402
158.4951,-34.21841,12.03891,-194.30165
158.5470,-34.12214,12.44535,-193.19307
158.5998,-34.42886,13.30494,-193.29482
158.6516,-34.93517,14.14211,-194.30951
158.7063,-35.86580,14.53081,-195.82988
158.7560,-37.26955,13.78765,-195.83444
158.8072,-36.89948,14.20711,-196.36900
158.8593,-37.96097,14.33485,-196.35294
158.9119,-38.46111,12.19670,-197.42909
158.9630,-38.17541,12.89091,-198.58035
159.0156,-37.93387,11.94158,-197.48863
159.0673,-36.25660,10.85617,-196.62733
159.1208,-36.40723,11.62134,-197.74536
159.1727,-36.73079,12.04425,-198.08417
159.2239,-37.13903,11.82715,-198.03905
159.2760,-35.60931,12.11516,-198.27881
159.3307,-34.77859,11.26271,-197.54082
159.3788,-33.54917,9.86125,-194.05002
159.4336,-33.63429,10.57574,-195.47403
159.4839,-35.19261,13.07637,-196.07480
159.5362,-34.92480,12.28454,-196.87375
159.5894,-33.89269,12.77110,-198.14095
159.6391,-34.18565,14.52732,-198.79028
159.6912,-34.51534,14.88005,-198.78427
159.7437,-35.77514,14.12999,-198.89923
159.7957,-36.81049,12.11051,-198.44208
159.8477,-36.81962,11.06100,-197.86839
159.9028,-37.62589,9.64006,-198.07663
159.9511,-36.90565,10.25673,-198.06311
160.0081,-38.07566,9.62494,-197.35706
160.0549,-35.89563,8.55983,-196.57306
160.1070,-35.30598,9.72441,-198.02156
160.1585,-35.27963,9.93682,-198.96835
160.2114,-35.13616,10.02563,-199.07773
160.2630,-34.83086,9.67506,-198.79036
160.3161,-33.75650,9.85006,-198.06802
160.3669,-33.53358,9.20934,-196.38756
160.4194,-33.61474,10.51934,-197.06085
160.4791,-35.12018,12.76721,-197.40443
160.5269,-35.15102,11.92988,-196.06682
160.5790,-35.46041,12.27926,-195.61421
160.6269,-36.58618,12.92139,-196.16727
160.6788,-37.63913,13.28105,-196.07906
160.7326,-39.28704,12.99266,-196.34357
160.7848,-38.81134,12.79854,-196.56659
160.8378,-39.37083,12.60346,-196.85275
160.8906,-38.33815,10.91345,-198.09743
160.9398,-38.01916,10.86473,-197.74916
160.9906,-37.12280,10.87603,-196.28857
161.0429,-36.16617,11.69694,-197.62677
161.0942,-36.18169,12.10571,-198.46521
161.1444,-34.76742,12.74184,-198.18365
161.1966,-34.09615,13.33340,-197.78557
161.2516,-33.49642,11.79551,-196.94009
161.3011,-33.51233,10.95647,-193.83583
161.3548,-33.41653,10.83969,-193.45827
161.4064,-34.67387,12.54681,-194.12195
161.4579,-35.10804,12.04047,-193.41495
161.5091,-34.75128,11.87655,-192.11418
161.5622,-34.87094,11.91515,-192.15437
161.6124,-35.51832,12.48635,-192.92464
161.6672,-37.20774,12.37356,-192.83012
161.7186,-37.18418,11.86204,-193.05905
161.7716,-37.62026,12.02576,-193.51732
161.8209,-38.10493,11.13718,-194.64905
161.8728,-38.18985,10.72848,-196.49350
161.9242,-37.98423,11.23196,-196.70224
161.9792,-36.93839,8.81572,-195.67950
162.0287,-36.26760,8.53771,-196.35495
162.0813,-36.13317,8.98403,-196.93329
162.1350,-35.82207,9.30316,-196.94296
162.1852,-35.79943,9.90956,-196.39958
162.2402,-35.51358,9.03198,-196.25812
162.2914,-34.95552,8.30299,-194.22083
162.3406,-34.82896,7.67601,-194.84256
162.3928,-35.57335,10.24768,-194.98720
162.4467,-35.81115,9.86009,-194.07793
162.4964,-35.91707,9.01012,-193.03366
162.5493,-36.80640,9.22708,-193.57025
162.6010,-37.67062,10.43303,-194.24622
162.6555,-39.15386,10.59399,-194.78186
162.7050,-39.03621,9.97802,-195.52124
162.7573,-39.12843,10.12882,-195.34164
162.8083,-39.11996,9.21054,-196.61116
162.8615,-38.70229,9.26545,-198.67213
162.9122,-38.36841,7.71981,-198.17938
162.9642,-37.04033,6.52430,-197.43430
163.0171,-37.47510,7.11495,-198.27870
163.0716,-37.52860,7.96948,-198.35225
163.1231,-37.77761,8.22854,-198.20364
163.1729,-36.25457,8.20084,-197.34605
163.2244,-35.26405,7.77193,-196.66937
163.2783,-34.06789,7.77373,-194.80110
163.3285,-34.50111,8.39734,-196.12613
163.3801,-35.83953,10.01490,-196.94583
163.4324,-35.99373,9.33347,-196.63914
163.4880,-35.71607,9.90546,-196.02324
163.5411,-35.63223,11.10683,-196.66183
163.5898,-36.68299,11.82033,-197.73167
163.6434,-36.65214,10.50097,-198.22241
163.6928,-36.60368,7.69705,-197.61270
163.7462,-38.48491,9.19317,-197.24144
163.7981,-38.76563,10.08981,-197.32993
163.8487,-38.78070,10.32367,-199.08138
163.9009,-38.97034,9.80423,-199.05307
163.9564,-38.03780,8.46512,-199.00171
164.0081,-37.84346,8.38309,-199.92180
164.0577,-37.54925,8.52466,-200.22121
164.1091,-37.55128,9.04040,-199.91492
164.1619,-36.93892,9.23918,-199.60143
164.2200,-36.33407,9.66823,-199.07382
164.2645,-34.66687,8.63402,-197.71843
164.3177,-34.72263,7.13213,-197.17609
164.3701,-35.37677,8.52047,-197.04437
164.4238,-36.37612,8.68966,-195.82645
164.4723,-36.51659,8.35198,-194.40074
164.5248,-36.80006,8.64081,-194.53914
164.5775,-37.46329,9.49246,-195.23773
164.6313,-38.23758,10.27904,-195.12299
164.6804,-38.28949,9.45701,-194.72076
164.7322,-37.91138,9.52101,-194.63971
164.7844,-37.59895,9.17445,-195.27377
164.8410,-37.75069,7.37358,-195.27748
164.8961,-37.48160,9.56394,-195.22223
164.9414,-38.15696,9.86516,-194.19225
164.9923,-36.64137,8.91452,-194.88078
165.0450,-36.83244,9.11108,-196.19511
165.0964,-36.29725,8.79956,-196.40208
165.1483,-35.30884,8.16099,-196.57549
165.1999,-34.59123,9.75508,-196.98245
165.2529,-34.38006,10.69063,-196.14156
165.3073,-33.68583,11.13550,-194.65390
165.3570,-34.26760,13.13858,-196.43558
165.4091,-36.54034,12.21093,-196.63197
165.4601,-34.32573,11.00071,-196.10229
165.5191,-34.74281,10.77113,-196.18292
165.5662,-34.70758,10.89111,-195.98212
165.6167,-34.74214,10.89905,-196.27724
165.6715,-36.36774,10.49219,-196.48761
165.7241,-37.08275,9.17153,-196.79761
165.7773,-37.61875,8.41587,-197.39563
165.8241,-38.09753,6.12153,-197.73726
165.8769,-37.88684,5.54483,-196.54167
165.9333,-38.55879,4.97256,-195.70137
165.9816,-38.06720,5.43981,-196.01637
166.0318,-38.03319,6.74380,-197.10339
166.0877,-37.83871,7.72605,-198.09872
166.1368,-38.28518,7.99309,-199.14001
166.1916,-37.64155,7.29568,-199.78661
166.2399,-36.91204,6.94032,-199.46848
166.2954,-35.38184,8.11333,-197.06323
166.3439,-35.10563,8.48875,-196.91861
166.3990,-35.90930,9.26724,-196.89899
166.4487,-35.47199,8.71795,-196.12608
166.4999,-35.65768,8.62187,-195.44821
166.5552,-35.20846,9.86100,-195.30081
166.6040,-36.31948,10.47924,-196.44229
166.6652,-37.31153,9.93311,-196.99609
166.7088,-37.23753,9.73222,-197.28087
166.7604,-37.69433,9.06571,-197.23824
166.8124,-37.40277,7.58455,-197.69829
166.8641,-38.16154,7.30030,-197.77193
166.9163,-38.07954,6.82604,-196.89006
166.9723,-37.32820,6.13268,-196.63440
167.0201,-36.91828,6.94644,-197.67226
167.0738,-37.26764,6.90960,-197.62273
167.1241,-37.00388,6.60861,-197.54153
167.1763,-36.29929,6.84809,-197.39168
167.2330,-35.58165,5.95306,-196.16986
167.2836,-34.75293,5.35668,-194.83958
167.3327,-35.88356,7.33906,-196.04362
167.3841,-37.43109,9.08230,-195.72473
167.4397,-37.07219,8.49261,-194.95399
167.4899,-36.89931,8.86282,-194.23322
167.5428,-36.89935,9.55028,-194.76309
167.5938,-37.62010,9.88260,-194.39861
167.6439,-39.43740,9.29525,-194.68689
167.6964,-38.66398,9.26428,-194.97653
167.7483,-38.79403,8.65050,-194.85527
167.8074,-38.44862,6.72971,-195.83260
167.8540,-38.53020,6.50146,-197.13216
167.9052,-38.90253,5.87291,-197.22240
167.9596,-37.75156,5.35336,-196.91959
168.0085,-37.41681,5.90228,-197.72441
168.0600,-37.40424,6.48614,-197.69777
168.1117,-37.51403,6.32777,-197.74438
168.1691,-36.56929,6.80595,-197.40254
168.2160,-35.78133,6.60777,-197.23227
168.2694,-35.48429,5.49105,-194.98592
168.3238,-36.43966,6.03483,-195.60374
168.3725,-38.04109,7.88489,-196.19864
168.4320,-37.63808,7.45694,-196.19955
168.4753,-37.04616,7.56087,-196.07892
168.5283,-37.48700,8.01379,-195.63895
168.5780,-37.85180,8.29142,-195.26797
168.6300,-39.87012,8.63305,-195.29089
168.6852,-39.86628,7.49414,-194.89267
168.7350,-39.59890,7.31466,-194.15034
168.7871,-39.56759,6.99883,-194.53622
168.8475,-38.59478,7.49712,-196.41196
168.8898,-38.72424,6.65326,-196.73622
168.9428,-37.64456,5.58109,-196.50314
168.9946,-37.84680,6.59604,-196.66508
169.0530,-37.70872,7.64142,-196.14920
169.0988,-38.07801,7.49286,-195.78590
169.1506,-37.07299,7.77655,-195.14622
169.2017,-37.26134,7.44030,-194.65997
169.2592,-36.31691,7.00112,-192.32300
169.3104,-35.84035,6.11694,-193.86650
169.3575,-37.21723,8.32545,-194.67500
169.4101,-38.16191,8.69912,-193.79175
169.4627,-36.76330,9.38396,-193.60020
169.5138,-37.08793,10.71353,-194.00429
169.5667,-37.33122,10.55369,-194.82498
169.6192,-38.43107,10.02547,-194.79184
169.6715,-39.87901,8.88568,-194.99876
169.7310,-39.47770,8.67224,-194.88863
169.7738,-39.65776,7.44420,-194.89626
169.8278,-39.44358,7.43846,-195.81494
169.8802,-39.66621,7.31598,-195.79407
169.9319,-39.34831,6.74016,-195.23534
169.9823,-38.50691,6.75679,-195.80939
170.0340,-38.61572,7.61182,-196.47546
170.0888,-37.59425,7.27622,-195.90222
170.1395,-35.13434,5.57379,-194.41727
170.1949,-37.88246,7.72110,-194.94070
170.2422,-37.69133,8.65399,-193.54030
170.2943,-37.19457,8.42572,-194.55925
170.3458,-37.79704,9.51033,-196.64148
170.3988,-38.32029,9.02630,-195.83923
170.4497,-37.03358,7.37085,-194.17299
170.5029,-37.32242,7.43625,-193.55112
170.5572,-38.02250,8.19130,-193.75969
170.6134,-39.13844,8.19552,-193.63718
170.6599,-39.52356,7.95609,-193.91595
170.7108,-39.94249,7.92073,-194.33687
170.7620,-40.28582,6.54119,-194.51840
170.8165,-39.77695,6.04029,-195.14607
170.8680,-39.89178,7.75696,-195.27135
170.9181,-39.15668,6.70791,-195.13864
170.9692,-38.38308,7.23408,-195.80275
171.0229,-38.23880,7.85619,-196.41289
171.0806,-37.74550,7.49741,-196.12399
171.1280,-37.89365,7.15068,-196.32458
171.1780,-37.20037,6.63599,-196.07799
171.2306,-36.56276,6.66696,-194.88060
171.2824,-35.81178,6.19044,-193.71854
171.3332,-37.05201,7.66511,-195.07501
171.3853,-38.50755,8.68678,-195.23158
171.4382,-37.49862,7.68920,-194.73274
171.4955,-37.54067,8.47753,-194.20091
171.5429,-37.78342,9.34098,-193.76416
171.5931,-38.80164,9.45676,-193.64685
171.6467,-40.15733,8.09136,-193.31943
171.6989,-40.38180,7.97936,-193.14236
171.7500,-39.77729,7.99847,-193.16475
171.8026,-39.41231,7.00486,-195.08597
171.8537,-39.87442,7.07609,-196.72391
171.9099,-39.83327,5.85149,-197.01900
171.9652,-38.24484,5.16448,-197.58267
172.0094,-37.97926,5.83084,-198.95093
172.0665,-37.72553,5.48188,-198.90337
172.1164,-37.40354,5.57117,-198.80270
172.1666,-37.28273,5.62068,-199.15268
172.2175,-36.93542,5.15871,-197.99809
172.2840,-36.66803,4.44691,-195.94119
172.3227,-37.50960,4.79859,-196.62050
172.3794,-38.89990,6.48494,-195.83702
172.4288,-38.30346,6.41938,-195.02199
172.4771,-37.77602,7.67211,-194.45828
172.5309,-38.48630,8.38743,-195.08275
172.5948,-38.48685,8.55002,-195.00630
172.6338,-39.21102,7.50292,-194.55562
172.6854,-39.12566,6.94379,-194.81337
172.7372,-39.78449,6.35042,-194.90665
172.7917,-39.82698,4.13902,-195.57719
172.8450,-39.24750,4.51827,-195.90079
172.8934,-40.34798,4.87903,-195.11324
172.9499,-39.51937,5.37665,-194.65202
172.9981,-39.76452,5.73300,-194.79172
173.0498,-39.34040,5.44059,-193.85609
173.1012,-38.66975,5.71473,-193.81796
173.1530,-37.86908,6.66290,-193.99013
173.2070,-36.96505,7.01267,-193.18195
173.2623,-35.72966,6.92055,-192.13817
173.3092,-36.67267,7.31437,-193.87164
173.3626,-37.31457,7.95841,-194.11385
173.4135,-37.44576,7.13129,-194.25206
173.4648,-37.33120,7.40589,-194.11215
173.5167,-37.75588,8.15560,-193.84235
173.5694,-38.71851,8.54794,-193.94063
173.6221,-39.98556,7.81104,-193.72369
173.6774,-39.81985,6.31302,-193.40039
173.7303,-40.40488,5.86598,-193.20215
173.7774,-39.79784,3.76098,-194.03136
173.8295,-39.36520,4.31038,-194.95288
173.8818,-40.76330,4.11843,-195.04532
173.9339,-38.86717,3.68043,-195.50331
173.9859,-38.44979,4.36803,-196.59196
174.0371,-38.04005,4.41146,-196.94725
174.0927,-38.01451,4.43294,-197.07672
174.1498,-37.91769,5.03416,-197.07475
174.1930,-37.45874,5.02951,-196.54051
174.2479,-36.67087,5.66652,-195.05013
174.2972,-37.33433,5.81076,-196.25294
174.3528,-38.12746,6.93647,-195.85060
174.4022,-37.87881,5.95249,-195.12895
174.4534,-37.47970,5.91820,-194.32512
174.5050,-37.89198,6.76920,-194.88672
174.5583,-38.33767,7.21887,-194.88097
174.6129,-39.77198,6.62997,-194.43103
174.6612,-40.34370,6.50973,-194.32538
174.7131,-40.40589,6.81418,-193.93420
174.7657,-40.46039,4.97230,-194.91762
174.8173,-39.93034,5.98088,-196.67436
174.8690,-39.53176,5.88813,-195.27467
174.9213,-38.39267,5.19734,-194.26157
174.9744,-37.83186,5.79723,-194.61714
175.0319,-38.30970,6.20546,-194.63605
175.0772,-38.50435,6.30758,-194.15463
175.1303,-38.45626,6.52492,-194.10925
175.1822,-37.78775,5.46955,-193.76030
175.2369,-36.77152,5.78450,-191.34952
175.2854,-36.70741,6.51633,-192.99756
175.3367,-38.35048,8.54069,-193.15413
175.3891,-38.10276,7.59869,-192.02647
175.4418,-37.49977,7.44095,-191.14885
175.4983,-37.90105,7.03257,-191.95448
175.5466,-38.36720,6.90480,-192.20595
175.5968,-39.79976,6.18530,-192.31326
175.6514,-39.96917,5.75023,-192.75558
