"1";"gyro_xout";"gyro_yout";"gyro_zout";"accel_xout";"accel_yout";"accel_zout"
"2870";"-287";"-391";"-576";"-2020";"-4528";"14188"
"2871";"-1230";"-387";"985";"-1296";"-5432";"14800"
"2872";"-2132";"1206";"-1286";"1892";"-5320";"14224"
"2873";"-483";"2321";"-1794";"-1096";"-6556";"16852"
"2874";"767";"-476";"1630";"-2828";"-6580";"15164"
"2875";"913";"-216";"1452";"184";"-6736";"14116"
"2876";"1106";"732";"-1263";"-156";"-6700";"15088"
"2877";"-48";"1442";"-2219";"-1524";"-5780";"13272"
"2878";"-1103";"-366";"906";"-1856";"-6236";"14152"
"2879";"1396";"-34";"2660";"-2600";"-7124";"15360"
"2880";"3187";"435";"2601";"-1772";"-5944";"14852"
"2881";"2837";"-224";"908";"728";"-5892";"14268"
"2882";"1149";"-898";"-2208";"-484";"-5512";"14940"
"2883";"-1789";"155";"-2505";"-1828";"-4256";"15544"
"2884";"-2965";"-1311";"1178";"-820";"-4340";"15072"
"2885";"-2451";"1073";"-2115";"-1172";"-6540";"15000"
"2886";"-763";"904";"-2975";"-276";"-6912";"16848"
"2887";"1331";"1708";"-3058";"-1164";"-5524";"14132"
"2888";"1687";"1571";"-2349";"-924";"-5944";"12620"
"2889";"17";"1876";"-1004";"-1716";"-7620";"14228"
"2890";"-725";"1127";"829";"-2540";"-5732";"14460"
"2891";"920";"464";"2370";"-2148";"-5772";"13856"
"2892";"1997";"910";"684";"-836";"-5612";"13436"
"2893";"1535";"446";"-453";"-1052";"-5656";"13340"
"2894";"794";"-78";"-103";"-1096";"-5556";"14676"
"2895";"0";"663";"-64";"-808";"-5680";"13848"
"2896";"-1025";"608";"-1318";"748";"-6052";"13528"
"2897";"-615";"1837";"-2575";"-1316";"-6212";"15356"
"2898";"845";"109";"-287";"-1036";"-5612";"14380"
"2899";"216";"-323";"-1105";"-2272";"-4468";"19988"
"2900";"572";"-686";"691";"-1060";"-4504";"10672"
"2901";"354";"935";"-282";"-2656";"-5988";"15344"
"2902";"7750";"3935";"876";"-1020";"-3204";"11716"
"2903";"2128";"-452";"-199";"-880";"-3896";"13328"
"2904";"2511";"2223";"-988";"-2356";"-7408";"13456"
"2905";"460";"722";"-1967";"20";"-4512";"13548"
"2906";"-1000";"442";"-357";"-2488";"-6844";"16752"
"2907";"-843";"-883";"1588";"-1580";"-5236";"14392"
"2908";"-1263";"363";"-1058";"828";"-6096";"14372"
"2909";"1609";"1952";"-3179";"-1336";"-6668";"14528"
"2910";"2349";"303";"-1030";"-1520";"-6800";"13688"
"2911";"687";"136";"645";"-2152";"-6484";"15028"
"2912";"-293";"759";"758";"-528";"-6512";"14980"
"2913";"-301";"488";"1027";"-1488";"-4236";"13748"
"2914";"1165";"365";"1406";"-1536";"-5484";"15116"
"2915";"-171";"501";"342";"-1520";"-6356";"14640"
"2916";"2114";"862";"-946";"-448";"-7216";"13752"
"2917";"1132";"1005";"-2149";"88";"-5384";"13256"
"2918";"479";"-299";"-1189";"-2112";"-4996";"14440"
"2919";"-1332";"1231";"-970";"-972";"-5572";"15904"
"2920";"-1213";"754";"-1283";"-408";"-5780";"15968"
"2921";"-365";"974";"-1199";"-1828";"-6416";"13760"
"2922";"-438";"192";"-316";"-2052";"-6316";"13956"
"2923";"30";"1401";"-1833";"-680";"-6204";"13856"
"2924";"190";"2227";"-2825";"-756";"-6584";"15700"
"2925";"839";"1504";"-1228";"-2224";"-7268";"13248"
"2926";"372";"1594";"-210";"-2000";"-7088";"15584"
"2927";"-173";"218";"771";"-1612";"-5964";"15060"
"2928";"-1302";"-760";"-1249";"-988";"-6476";"16688"
"2929";"324";"1231";"-2572";"-1712";"-7472";"13564"
"2930";"1428";"299";"-2462";"-644";"-5816";"13500"
"2931";"157";"2033";"-3133";"-1044";"-8204";"14856"
"2932";"270";"576";"-1518";"-1572";"-5892";"14628"
"2933";"1090";"1662";"842";"-2648";"-6164";"10408"
"2934";"122";"786";"1743";"-336";"-6928";"14780"
"2935";"-1246";"1827";"204";"-636";"-6128";"15232"
"2936";"47";"152";"949";"-1500";"-6468";"16508"
"2937";"864";"231";"1521";"-2176";"-7616";"13904"
"2938";"1497";"-399";"1345";"172";"-4128";"12048"
"2939";"-900";"-547";"-1423";"-1020";"-8508";"18864"
"2940";"-585";"277";"-1439";"472";"-3784";"10956"
"2941";"-2007";"-38";"-2446";"-2680";"-8740";"16272"
"2942";"1617";"2805";"-1474";"-1636";"-6336";"12776"
"2943";"1351";"205";"-1151";"-1064";"-6572";"11800"
"2944";"-965";"839";"-2586";"-948";"-8380";"17336"
"2945";"720";"1286";"-2094";"-2012";"-5588";"12796"
"2946";"1296";"159";"1228";"-1884";"-6348";"13720"
"2947";"264";"1643";"1810";"-1972";"-7336";"15204"
"2948";"-568";"876";"1808";"-980";"-8252";"17296"
"2949";"1148";"240";"2";"-400";"-4432";"9256"
"2950";"-2172";"469";"-2365";"-856";"-8648";"17364"
"2951";"-875";"459";"-1098";"-448";"-6832";"13212"
"2952";"970";"-106";"-1729";"-640";"-4496";"11500"
"2953";"-564";"2667";"-1846";"-1804";"-9884";"14604"
"2954";"1186";"581";"-875";"-1584";"-6888";"14384"
"2955";"39";"1282";"-772";"-1596";"-7068";"14320"
"2956";"1096";"1472";"-1004";"-1468";"-6916";"13516"
"2957";"634";"1226";"-417";"-2636";"-6332";"11820"
"2958";"1215";"460";"2380";"-1160";"-6784";"13936"
"2959";"1484";"1133";"1657";"-1556";"-7356";"15104"
"2960";"-1552";"1372";"-2229";"-304";"-7896";"18320"
"2961";"-22";"1223";"-3333";"-1740";"-8376";"12648"
"2962";"2125";"1050";"-1655";"-2948";"-4068";"8564"
"2963";"-2337";"39";"-1689";"-1716";"-10128";"23004"
"2964";"5003";"513";"1134";"-708";"-3308";"8640"
"2965";"-464";"-356";"-323";"-556";"-9408";"15228"
"2966";"1353";"1198";"-1536";"-1568";"-8764";"16764"
"2967";"-281";"23";"1620";"-456";"-5996";"11752"
"2968";"-2341";"-1074";"2080";"-1172";"-9464";"18844"
"2969";"15";"1241";"192";"-2192";"-4660";"14568"
"2970";"940";"47";"-890";"-484";"-3664";"8564"
"2971";"-3363";"678";"-1323";"-1800";"-9324";"16900"
"2972";"-79";"1594";"1078";"-1164";"-7820";"16064"
"2973";"2952";"-671";"798";"-1500";"-3980";"9056"
"2974";"479";"644";"-1254";"-932";"-9580";"16320"
"2975";"664";"-167";"-1629";"-484";"-5248";"12360"
"2976";"1612";"165";"-831";"-1636";"-7832";"14580"
"2977";"270";"20";"-991";"-480";"-7032";"14304"
"2978";"747";"786";"-2028";"-1328";"-6688";"14640"
"2979";"117";"906";"-2226";"-2072";"-6500";"13656"
"2980";"499";"2173";"-2269";"-952";"-6276";"13032"
"2981";"68";"730";"-546";"-2912";"-7544";"16472"
"2982";"613";"1245";"-921";"-980";"-6572";"13072"
"2983";"-56";"479";"-481";"-1464";"-7068";"14516"
"2984";"404";"401";"394";"-1908";"-7836";"14732"
"2985";"238";"-83";"-687";"-748";"-6040";"14040"
"2986";"-469";"-304";"-1183";"-844";"-7644";"13828"
"2987";"-578";"432";"-2298";"-708";"-6372";"15380"
"2988";"443";"1906";"-3274";"-584";"-7288";"13736"
"2989";"1018";"1789";"-5107";"-448";"-7032";"14228"
"2990";"751";"3024";"-5880";"-1216";"-7740";"13416"
"2991";"1257";"1798";"-3748";"-2328";"-6568";"12496"
"2992";"-215";"941";"-1771";"-1912";"-6820";"14916"
"2993";"839";"1892";"-1050";"-1616";"-7640";"15492"
"2994";"-579";"1065";"-1520";"-24";"-6548";"12748"
"2995";"-445";"1571";"-3277";"-1144";"-6592";"16864"
"2996";"2755";"2452";"-3452";"-664";"-5900";"8904"
"2997";"-268";"2271";"-3290";"-1192";"-5168";"12360"
"2998";"-3261";"2901";"-5113";"-2064";"-11248";"27256"
"2999";"5906";"1026";"-2608";"-1124";"-1776";"6048"
"3000";"-248";"1033";"-1505";"-4096";"-9460";"17336"
"3001";"1316";"1843";"-2050";"-2556";"-5968";"12920"
"3002";"-611";"1987";"-3330";"-740";"-7844";"13312"
"3003";"679";"1621";"-1379";"-2596";"-5720";"14188"
"3004";"1213";"1929";"-738";"-1880";"-6860";"16348"
"3005";"146";"847";"-1867";"-864";"-5964";"16032"
"3006";"248";"1906";"-3808";"-1220";"-5140";"10416"
"3007";"222";"1399";"-2167";"-2404";"-7952";"14716"
"3008";"-396";"986";"-1437";"-988";"-7008";"14044"
"3009";"-2544";"763";"-2983";"480";"-5508";"18476"
"3010";"420";"1702";"-2227";"-992";"-8840";"13296"
"3011";"682";"1969";"-2473";"-1096";"-3804";"11736"
"3012";"3138";"4608";"-3924";"-2208";"-8268";"15732"
"3013";"881";"1831";"-3412";"-1088";"-4324";"13224"
"3014";"-603";"1024";"-3211";"-3268";"-7524";"15540"
"3015";"-640";"2146";"-3027";"-2376";"-7140";"15884"
"3016";"-365";"1901";"-2728";"-1648";"-6436";"14076"
"3017";"-113";"1882";"-2800";"-2060";"-6220";"16420"
"3018";"-160";"1682";"-2412";"-1288";"-6936";"13648"
"3019";"45";"1409";"-2254";"-1660";"-6936";"15444"
"3020";"149";"2206";"-1317";"-320";"-4812";"12428"
"3021";"745";"1998";"-379";"-2684";"-8324";"15376"
"3022";"1991";"1152";"210";"-2472";"-6196";"14560"
"3023";"1062";"-168";"799";"-2000";"140";"19056"
"3024";"-1072";"317";"2433";"-3304";"-7368";"11396"
"3025";"192";"1728";"173";"-1348";"-5220";"16520"
"3026";"2777";"935";"2440";"-460";"-7768";"15360"
"3027";"4742";"260";"1239";"228";"-2632";"6276"
"3028";"2744";"1221";"-1999";"-1416";"-6232";"15680"
"3029";"1552";"-383";"1090";"-1168";"-4184";"13416"
"3030";"-431";"-773";"-328";"-1184";"-5052";"11476"
"3031";"-3439";"-625";"-1331";"-188";"-556";"19036"
"3032";"2136";"1702";"285";"840";"-6916";"12996"
"3033";"-75";"1104";"1530";"-5628";"-1748";"7800"
"3034";"1682";"3014";"222";"-1880";"-11304";"18376"
"3035";"1839";"-874";"2688";"920";"-2080";"10612"
"3036";"792";"-821";"1485";"-2444";"-9392";"21500"
"3037";"1995";"933";"239";"192";"-5152";"13156"
"3038";"-460";"-1477";"-2130";"-1172";"-5836";"14788"
"3039";"507";"-38";"-1452";"-164";"-4524";"15012"
"3040";"-2367";"129";"-1620";"-1024";"-3416";"14992"
"3041";"-3864";"818";"-1242";"-992";"-10260";"21136"
"3042";"107";"-482";"1438";"-1600";"-5428";"12404"
"3043";"1278";"766";"1287";"-808";"-7144";"16088"
"3044";"705";"-165";"932";"1156";"-4612";"12032"
"3045";"693";"-160";"922";"-2368";"-6164";"17944"
"3046";"2643";"-444";"1098";"-2376";"-7104";"14032"
"3047";"1799";"116";"-1937";"204";"-5260";"13944"
"3048";"818";"329";"-2334";"-2408";"-4348";"13628"
"3049";"-1414";"369";"608";"-420";"-4220";"15620"
"3050";"631";"1153";"868";"1208";"-4612";"17824"
"3051";"-146";"786";"449";"-1856";"-5580";"14332"
"3052";"128";"231";"-103";"552";"-7060";"15472"
"3053";"581";"-320";"1153";"-784";"-3020";"13952"
"3054";"506";"275";"-1274";"124";"-3560";"13912"
"3055";"1280";"1529";"-828";"-2352";"-8164";"17092"
"3056";"2286";"984";"-35";"-784";"-4440";"13512"
"3057";"-701";"1152";"-2975";"-672";"-4056";"10724"
"3058";"-3198";"8";"-1430";"52";"-6404";"18168"
"3059";"-721";"778";"2070";"492";"-3076";"13380"
"3060";"-418";"1061";"234";"-148";"-7996";"18132"
"3061";"1748";"-74";"1790";"-448";"-4800";"14572"
"3062";"1535";"1744";"314";"176";"-2584";"14720"
"3063";"2943";"669";"312";"-940";"-3616";"16700"
"3064";"2925";"1506";"603";"-1440";"-4604";"15144"
"3065";"711";"418";"771";"668";"-3108";"14748"
"3066";"-2833";"-726";"-2181";"444";"-4400";"13796"
"3067";"-2664";"-254";"-1725";"-780";"-6320";"21168"
"3068";"2692";"1254";"-403";"-936";"-4564";"13092"
"3069";"995";"-489";"1980";"-580";"-5584";"18448"
"3070";"2181";"2280";"-18";"-772";"-3836";"12396"
"3071";"3464";"-303";"2493";"-588";"-2700";"16324"
"3072";"2021";"1710";"240";"-1268";"-3500";"16024"
"3073";"-434";"733";"864";"-476";"-3428";"15332"
"3074";"-3922";"86";"-1793";"1388";"-5548";"14352"
"3075";"-2035";"253";"-1965";"-104";"-3900";"18664"
"3076";"1455";"267";"501";"-3120";"-5664";"14356"
"3077";"464";"-1340";"3294";"-112";"-5296";"17588"
"3078";"36";"1089";"668";"832";"-2076";"14832"
"3079";"2444";"233";"1519";"668";"-4184";"14672"
"3080";"1265";"1490";"-193";"132";"-4816";"17276"
"3081";"-185";"-352";"-685";"-988";"-5720";"14304"
"3082";"-2083";"-720";"524";"-160";"-7368";"16884"
"3083";"-332";"-2263";"771";"2024";"-4720";"18584"
"3084";"1162";"304";"-241";"-616";"-4476";"12320"
"3085";"920";"-1058";"215";"-896";"-5088";"17600"
"3086";"842";"1346";"1252";"-724";"-4208";"12864"
"3087";"1944";"461";"2798";"116";"-5980";"19456"
"3088";"982";"-15";"-1141";"1020";"-2536";"11224"
"3089";"-846";"335";"-4662";"-72";"-5020";"16340"
"3090";"14";"-217";"-3640";"-404";"-3848";"12356"
"3091";"90";"426";"-1182";"-1020";"-3592";"16692"
"3092";"-741";"681";"2250";"-2040";"-4828";"12868"
"3093";"3359";"2664";"1782";"636";"-5296";"15524"
"3094";"2051";"187";"1167";"724";"-4508";"13676"
"3095";"-574";"1597";"-738";"988";"-4096";"18364"
"3096";"1004";"1981";"-1010";"1296";"-4948";"9304"
"3097";"1369";"2650";"-732";"-2652";"-4780";"12692"
"3098";"-38";"-861";"-65";"2824";"-2328";"10676"
"3099";"1348";"699";"232";"2084";"-2236";"21316"
"3100";"2051";"8";"-957";"440";"3440";"16832"
"3101";"-175";"-389";"620";"936";"3612";"16220"
"3102";"639";"1558";"-1536";"3544";"3628";"22008"
"3103";"773";"1392";"-4481";"-1912";"-428";"11772"
"3104";"-4053";"-613";"61";"-4768";"-3312";"24052"
"3105";"4291";"-365";"4669";"892";"3540";"15792"
"3106";"68";"1549";"383";"2844";"2980";"17124"
"3107";"272";"1435";"446";"428";"2424";"17412"
"3108";"3490";"-956";"-540";"-2092";"-4024";"13716"
"3109";"959";"1768";"-2387";"-476";"-6040";"15464"
"3110";"2280";"-28";"2115";"-2224";"-5156";"13784"
"3111";"1246";"2647";"-3506";"1456";"-3856";"15056"
"3112";"1070";"2005";"-6242";"-856";"-4716";"14732"
"3113";"1480";"-674";"-929";"-3532";"-4736";"15568"
"3114";"-410";"-278";"492";"-420";"-4264";"15464"
"3115";"-1111";"59";"40";"-3808";"-4036";"15212"
"3116";"-208";"-1388";"1881";"-184";"-2632";"15852"
"3117";"-1551";"178";"1712";"-260";"-3668";"15880"
"3118";"-1653";"982";"-1279";"72";"-5908";"13852"
"3119";"659";"637";"443";"-892";"-3892";"14704"
"3120";"-129";"817";"991";"-1084";"-4648";"16348"
"3121";"1152";"597";"1195";"-164";"-4748";"14336"
"3122";"1969";"741";"620";"-680";"-4672";"15960"
"3123";"2574";"1695";"-854";"528";"-4836";"14624"
"3124";"2705";"736";"750";"-948";"-4552";"14204"
"3125";"971";"133";"1244";"-1684";"-3968";"15752"
"3126";"97";"118";"2269";"28";"-3080";"15388"
"3127";"-1501";"1054";"2180";"-784";"-3124";"15488"
"3128";"-123";"224";"4356";"-2060";"-3140";"15772"
"3129";"-1771";"-814";"4813";"948";"-3268";"14932"
"3130";"-3809";"238";"1162";"2696";"-4024";"11896"
"3131";"-4488";"286";"-1975";"-2112";"-7004";"16472"
"3132";"-1711";"-894";"505";"-2692";"-6820";"14444"
"3133";"1970";"-1572";"3519";"-1176";"-7560";"14688"
"3134";"3810";"-333";"1430";"1956";"-6216";"12396"
"3135";"3";"290";"-1067";"-412";"-7544";"15440"
"3136";"256";"187";"-518";"-16";"-4716";"13280"
"3137";"-1056";"419";"523";"-608";"-6932";"14476"
"3138";"-3377";"1291";"2719";"-2756";"-6716";"11752"
"3139";"-7286";"1145";"2713";"-40";"-13752";"32767"
"3140";"1946";"21";"-168";"648";"-2532";"9004"
"3141";"-1042";"1395";"-3063";"-188";"-7676";"16236"
"3142";"1460";"1541";"-1346";"-1084";"-6032";"11208"
"3143";"1063";"379";"-2809";"-2288";"-5672";"13972"
"3144";"1447";"665";"-2086";"152";"-5748";"12652"
"3145";"-1002";"-444";"436";"-2700";"-6920";"15368"
"3146";"-371";"301";"354";"-648";"-6384";"11460"
"3147";"-896";"202";"-1176";"1872";"-6412";"16484"
"3148";"996";"1409";"-364";"-1092";"-8808";"13256"
"3149";"2543";"-821";"2591";"68";"-5740";"13604"
"3150";"3723";"468";"1386";"-184";"-6740";"12848"
"3151";"3449";"245";"1400";"-772";"-8332";"14912"
"3152";"1802";"-718";"2283";"528";"-2888";"9128"
"3153";"-1699";"1953";"133";"-340";"-6352";"16332"
"3154";"-566";"2122";"1403";"-2748";"-7436";"18376"
"3155";"1763";"587";"2185";"-828";"-4796";"11936"
"3156";"415";"-808";"467";"-1768";"-5572";"15836"
"3157";"-1573";"-49";"-68";"-928";"-4604";"15648"
"3158";"-1589";"-73";"-1197";"-2932";"-3768";"16560"
"3159";"-3654";"459";"-3062";"352";"-6260";"13236"
"3160";"-5178";"905";"-3377";"-1460";"-8440";"16940"
"3161";"1841";"546";"-1104";"-272";"-7540";"13448"
"3162";"2584";"-1106";"2034";"-2404";"-7776";"13524"
"3163";"1268";"-14";"3389";"-148";"-7660";"15056"
"3164";"847";"1422";"-105";"-592";"-5872";"14288"
"3165";"1098";"1546";"-428";"476";"-5684";"13384"
"3166";"-423";"648";"990";"-2072";"-5752";"16256"
"3167";"3";"157";"371";"-2584";"-9316";"15716"
"3168";"2507";"-32";"1261";"-1648";"-6228";"16948"
"3169";"1173";"-176";"-1190";"-1116";"-6512";"13784"
"3170";"-464";"83";"-1394";"-244";"-4232";"12076"
"3171";"-2082";"220";"-2132";"-900";"-6364";"14540"
"3172";"-3061";"1022";"-460";"-188";"-6748";"15336"
"3173";"-332";"102";"99";"-1312";"-8092";"14696"
"3174";"797";"388";"697";"-344";"-7836";"14264"
"3175";"1358";"1262";"-31";"-64";"-7276";"13040"
"3176";"849";"869";"-348";"-800";"-7340";"13736"
"3177";"-107";"1039";"980";"-1572";"-6476";"15176"
"3178";"1391";"594";"1551";"-704";"-6772";"13504"
"3179";"686";"292";"1117";"-572";"-8756";"13768"
"3180";"1819";"-60";"2490";"-2104";"-6880";"14216"
"3181";"360";"531";"-352";"2032";"-7304";"12504"
"3182";"-1953";"898";"-3056";"-1216";"-5936";"14584"
"3183";"-60";"1407";"-1894";"-160";"-6968";"14652"
"3184";"2109";"1762";"-668";"-1264";"-6872";"13100"
"3185";"1039";"746";"1082";"-980";"-6544";"12628"
"3186";"263";"53";"1774";"-1312";"-7756";"14096"
"3187";"1348";"244";"3671";"-1092";"-4624";"13472"
"3188";"2178";"353";"2992";"-104";"-6744";"14740"
"3189";"862";"1510";"557";"72";"-6536";"14008"
"3190";"-702";"-658";"1720";"-1016";"-6108";"16460"
"3191";"-161";"-702";"2474";"-1620";"-6800";"14368"
"3192";"262";"-1547";"3294";"-492";"-5604";"12532"
"3193";"-820";"-414";"84";"816";"-7420";"16364"
"3194";"-42";"-622";"-138";"-836";"-7432";"15972"
"3195";"159";"-1239";"1202";"-716";"-5496";"15024"
"3196";"-1502";"323";"-987";"-220";"-6412";"14048"
"3197";"-437";"986";"-1998";"700";"-7652";"16004"
"3198";"1414";"535";"360";"-1180";"-6108";"13792"
"3199";"1266";"48";"775";"-1952";"-7364";"16580"
"3200";"1373";"-111";"1044";"-448";"-6248";"12636"
"3201";"-520";"-886";"-759";"-772";"-6752";"15168"
"3202";"-1071";"-400";"-1036";"-1112";"-6160";"14580"
"3203";"-1179";"-400";"-1549";"140";"-6444";"14524"
"3204";"51";"1352";"-2764";"-1316";"-8540";"17284"
"3205";"2521";"284";"-885";"-1412";"-4980";"11856"
"3206";"641";"1166";"-391";"-1092";"-7076";"16576"
"3207";"-41";"537";"1628";"-1668";"-5440";"13980"
"3208";"505";"276";"1407";"-1076";"-6912";"15136"
"3209";"24";"360";"1195";"-712";"-6652";"14064"
"3210";"125";"460";"-349";"-364";"-5680";"16172"
"3211";"-1269";"1750";"-2515";"1192";"-6720";"12320"
"3212";"-2290";"8";"-3267";"-484";"-8944";"23972"
"3213";"4560";"1769";"-3241";"-1464";"-1520";"6952"
"3214";"-6861";"-308";"-1587";"-520";"-10892";"21616"
"3215";"4053";"5081";"-602";"-2416";"-4868";"11228"
"3216";"3780";"741";"3621";"-920";"-1908";"5188"
"3217";"1322";"2689";"3478";"-3232";"-7724";"19652"
"3218";"1361";"901";"3011";"576";"-3080";"12616"
"3219";"-2192";"1261";"736";"-412";"-6988";"17228"
"3220";"1615";"637";"3491";"-1256";"-4828";"11940"
"3221";"-815";"-367";"4772";"-1952";"-6132";"16216"
"3222";"3544";"2324";"5801";"-4412";"-4028";"12660"
"3223";"-850";"-259";"4387";"704";"-7016";"11712"
"3224";"7115";"3992";"2010";"608";"-4892";"14348"
"3225";"2715";"-41";"1895";"-108";"-2600";"8932"
"3226";"-609";"-100";"4099";"-3276";"-5860";"17120"
"3227";"1075";"-746";"5948";"-476";"-4136";"12424"
"3228";"-2046";"544";"4407";"-216";"-7552";"14892"
"3229";"-655";"190";"4070";"300";"-4852";"17380"
"3230";"1715";"-2370";"6919";"-2584";"-3172";"13920"
"3231";"-3419";"1130";"6208";"512";"-7480";"17900"
"3232";"-1840";"1754";"2668";"1856";"-5260";"17348"
"3233";"252";"-773";"2810";"-1144";"-3672";"13920"
"3234";"-1485";"-816";"3978";"-2560";"-5496";"16640"
"3235";"-1215";"-426";"5603";"-1096";"-5692";"16528"
"3236";"-1018";"-1592";"7142";"-3540";"-4796";"18092"
"3237";"-1557";"-1780";"6229";"68";"-4828";"15444"
"3238";"-2804";"-1989";"3360";"-344";"-5796";"15384"
"3239";"-4291";"-4322";"2215";"-1964";"-5484";"16376"
"3240";"-2214";"-3576";"1301";"-480";"-4844";"13736"
"3241";"-2992";"-5229";"2704";"-2956";"-4500";"16020"
"3242";"761";"-2018";"2147";"-320";"-5176";"15056"
"3243";"-657";"-2308";"225";"528";"-3100";"13736"
"3244";"-61";"-2011";"-1116";"-620";"-5492";"16812"
"3245";"868";"-1675";"-1121";"-2056";"-3076";"13464"
"3246";"1611";"-35";"29";"96";"-4060";"16300"
"3247";"54";"217";"-191";"-552";"-4596";"16912"
"3248";"-998";"121";"-1752";"-696";"-5616";"20268"
"3249";"-216";"687";"-1780";"-836";"-4832";"15004"
"3250";"-562";"940";"-2311";"-888";"-5680";"14644"
"3251";"-690";"1093";"-1223";"-1520";"-6268";"15844"
"3252";"816";"919";"-1012";"-944";"-5076";"14640"
"3253";"717";"460";"488";"-1748";"-4168";"15376"
"3254";"365";"920";"-627";"-124";"-4932";"16568"
"3255";"-852";"1530";"-829";"-704";"-5084";"15176"
"3256";"55";"854";"-244";"-632";"-5496";"15124"
"3257";"130";"746";"933";"-844";"-6084";"14380"
"3258";"614";"1023";"1106";"-1564";"-1836";"21640"
"3259";"-1136";"-904";"3047";"-2000";"-4088";"11992"
"3260";"4602";"108";"3558";"252";"-4272";"14144"
"3261";"8898";"-263";"2993";"832";"-2956";"10652"
"3262";"414";"-389";"940";"1292";"452";"8328"
"3263";"-4946";"2326";"-1492";"-236";"-6084";"17364"
"3264";"-1848";"1166";"-572";"116";"-6056";"14704"
"3265";"202";"233";"1008";"-2536";"-4348";"12788"
"3266";"-3818";"-1896";"1974";"-1128";"-6900";"17452"
"3267";"-758";"63";"541";"224";"-6996";"23860"
"3268";"2391";"-553";"2031";"1508";"-2056";"6880"
"3269";"-5319";"387";"-2084";"-200";"-12196";"20172"
"3270";"5040";"2917";"526";"-132";"-3828";"6664"
"3271";"-960";"-1703";"639";"-3088";"-6552";"17484"
"3272";"75";"2926";"-1439";"1124";"-7156";"12380"
"3273";"1513";"288";"-3199";"-1436";"-4636";"13148"
"3274";"1215";"1729";"-221";"-2848";"-6600";"12352"
"3275";"530";"3579";"-1304";"472";"-4564";"15568"
"3276";"244";"1925";"-1133";"-1704";"-4876";"13232"
"3277";"-2673";"744";"4683";"-1588";"-7208";"19216"
"3278";"2399";"3292";"7451";"-552";"-5780";"11724"
"3279";"1990";"834";"7294";"2428";"-8140";"14792"
"3280";"576";"354";"6246";"-1252";"-3816";"14988"
"3281";"1279";"3680";"5268";"-948";"-4948";"15548"
"3282";"-232";"477";"5133";"-3192";"-4988";"16952"
"3283";"-3707";"86";"2174";"-1220";"-4708";"15656"
"3284";"-3994";"-1286";"4779";"-2420";"-2976";"17160"
"3285";"-1196";"154";"5839";"68";"-4540";"15768"
"3286";"-2285";"1462";"3843";"404";"-8860";"17724"
"3287";"-1177";"164";"4571";"-1916";"-3216";"15304"
"3288";"-3910";"-2078";"7087";"-3916";"-3976";"17328"
"3289";"-1558";"1019";"5495";"-2244";"-3656";"18652"
"3290";"-3146";"-667";"4475";"-336";"-4804";"12652"
"3291";"-1081";"759";"3559";"-2740";"-5712";"17656"
"3292";"-4170";"-3723";"3332";"120";"-316";"18652"
"3293";"-6090";"-5343";"4524";"4312";"-13728";"19912"
"3294";"-2210";"-3330";"5356";"-1208";"-15508";"13608"
"3295";"1542";"-2645";"3649";"-1336";"-7652";"8040"
"3296";"-746";"-4945";"6931";"-3612";"300";"10332"
"3297";"98";"-5530";"5210";"1716";"-2792";"11056"
"3298";"6978";"-2563";"3543";"4012";"1104";"7244"
"3299";"-1672";"452";"-537";"3064";"-9240";"25376"
"3300";"3709";"176";"-910";"-2284";"-4388";"13944"
"3301";"1849";"-961";"-2259";"-432";"-1396";"12792"
"3302";"-2484";"193";"-1454";"4496";"-3812";"14784"
"3303";"-8037";"2003";"-7366";"432";"-4312";"14720"
"3304";"-2901";"1030";"-2284";"-2780";"-9212";"17476"
"3305";"894";"460";"796";"-832";"-5700";"13128"
"3306";"-797";"372";"2644";"-2368";"-6000";"14172"
"3307";"-2177";"725";"1171";"120";"-4920";"15528"
"3308";"187";"308";"1916";"-1376";"-6636";"15140"
"3309";"1144";"613";"802";"-1096";"-6676";"15396"
"3310";"1978";"-1448";"47";"448";"-5720";"13448"
"3311";"-568";"-1251";"-2598";"-500";"-4540";"13200"
"3312";"-1958";"138";"-3032";"-596";"-5232";"13288"
"3313";"-2299";"1180";"-1230";"868";"-8428";"20144"
"3314";"2331";"147";"-1023";"-872";"-7472";"15136"
"3315";"2247";"676";"2007";"-592";"-5196";"12548"
"3316";"-2321";"732";"538";"-516";"-6576";"16144"
"3317";"-2476";"1043";"1735";"-2184";"-6388";"16524"
"3318";"2738";"1162";"1537";"-1056";"-7528";"12764"
"3319";"2953";"-609";"5";"-196";"-5904";"16076"
"3320";"2075";"-271";"-2467";"-416";"-6052";"13488"
"3321";"-1614";"-12";"1148";"-808";"-2556";"11304"
"3322";"-4042";"513";"-5365";"-784";"-7036";"20004"
"3323";"-499";"456";"2402";"-1080";"-6848";"14068"
"3324";"354";"75";"3898";"-1336";"-8164";"16636"
"3325";"2109";"-1016";"1725";"928";"-6236";"14096"
"3326";"568";"112";"1329";"-24";"-4080";"17024"
"3327";"978";"-438";"709";"-2536";"-4424";"10260"
"3328";"-1352";"-555";"562";"-248";"-9584";"22124"
"3329";"4112";"1395";"392";"-2296";"-5456";"11448"
"3330";"348";"-368";"746";"-676";"-4164";"13868"
"3331";"-176";"305";"-1316";"-2940";"-3536";"15256"
"3332";"-2322";"-760";"379";"2560";"-3304";"13008"
