,X변화량,Z변화량
1,0.7450971493507833,0.3573356694863521
2,0.7333842167827396,0.3929795580498605
3,0.03318154065373702,0.031006418426376525
4,0.03913837154741073,0.017543450859191845
5,0.01857451657042597,0.017775937401884434
6,0.007897900103801536,0.0008825380661321436
7,0.032584356510090395,0.009975669426798284
8,0.01629526866091424,0.003923896424226969
9,0.006938991311292497,0.008537896046501459
10,0.01537432771193925,0.0007280530355033843
11,0.029154594644189014,0.0011200456642419532
12,0.030916125989543797,0.014645718039777211
13,0.005625715979133306,0.006944937023191322
14,0.0022592338524551336,0.005739416648125273
15,0.027791284169387975,0.006004131360472842
16,0.0186269063080155,0.004737540939285134
17,0.03461548897697325,0.008068836055544093
18,0.010438508052523887,0.010614627920828124
19,0.022734497194527192,0.014028712067106541
20,0.038203597353117125,0.005769893286820871
21,0.0007905552537381677,0.005917138656150511
22,0.0034412405162722037,0.011979070538286951
23,0.0018830873095372902,0.003327208210686994
24,0.0047780617979099604,0.004825351024721813
25,0.0007387541648856133,0.0031032457853308326
26,0.01904631853310007,0.008635514705311209
27,0.0031374977680004856,0.007253907084449063
28,0.011750900411577725,0.012200230514108013
29,0.0026006501198923004,0.004480883269351477
30,0.006517813139997275,0.008544318326686229
31,0.01373876719629391,0.006968174000587357
32,0.01730009205490618,0.0039344056099841485
33,0.018089470011170394,0.005586216073533379
34,0.037144323950956404,0.009200675361580313
35,0.03179468422945758,0.004705663075821986
36,0.029276150608371354,0.009834612800192488
37,0.009016332704026853,0.01553561253593938
38,0.028417017776777242,0.00823850102115542
39,0.015307221755925693,0.0012125264989042428
40,0.0031298453344200117,0.0017891304907751149
41,0.02692214430926554,0.006035308611551882
42,0.02711080622946138,0.0004213015801277642
43,0.0019051616371732472,0.005261949308562608
44,0.019522829685669707,0.007421703750370323
45,0.05871565124124928,0.00688573527675973
46,0.013713455300604638,0.010441226355836664
47,0.045544635751753826,0.007875700575075362
48,0.009357160322727043,0.010439474824876838
49,0.00697872510103742,0.013212265102513499
50,0.027903716078147456,6.51569516938455e-05
51,0.013274323342832017,0.0007375113026848457
52,0.004557907170286646,0.0008324442806904031
53,0.05035625052767051,0.002393408671806263
54,0.0325655197505077,0.0019677866486451645
55,0.017213560690572893,0.013866520300256147
56,0.01569425830047738,0.014099123611678754
57,0.03580249915505451,0.015205390565706356
58,0.0013256369556354786,0.006651613971838444
59,0.0014566112996091674,0.0070792210634207375
60,0.023139781849924657,0.005523628033913486
61,0.017796617264532466,0.006458595260100619
62,0.02008057436393995,0.0004827219324412546
63,0.002478211182604495,0.00540452392866686
64,0.032713859232221754,0.002946075073897436
65,0.007289237309784202,0.010227072503853574
66,0.008855631598836566,0.006289630906872956
67,0.020332221698990627,0.009174869472110103
68,0.042747376953716665,0.005063792772676656
69,0.018445896821400132,0.0036108394573970415
70,0.0009141714884999264,0.0017096109852132724
71,0.000520365483473173,0.0013491459137457973
72,0.01099242651400395,0.0016692090044141406
73,0.01986336298000141,0.004551995426307576
74,0.04153034569005043,0.01963185960658209
75,0.010210700991320154,0.004071608868478904
76,0.04223731282314025,0.007741182997385243
77,0.009265625444129677,0.00036093214638976967
78,0.011588727684545108,0.004178335488278506
79,0.01976093809977031,0.0023098022606724555
80,0.005912976562770067,0.0032750125880935954
81,0.0018798497414839188,0.0019140730325537536
82,0.013220756307768533,0.009147428820410974
83,0.019759466477927923,0.007531583125896857
84,0.0018657221717969241,0.018448408521605897
85,0.012556466208108408,0.0027964943299549905
86,0.004327745514135006,0.002916415816316409
87,0.04020294278820408,0.005624399448450834
88,0.02306325751411975,0.0013186692750504214
89,0.01614045404309361,0.006105953693585686
90,0.035325399353747844,0.005068229984440675
91,0.018120374069860834,0.0074109610271519966
92,0.005812906277486818,0.012383790958664598
93,0.011710577973095881,0.016287486392492
94,0.013479761752031194,0.006705444356660983
95,0.03039782077664993,0.00020959987148816417
96,0.007650961958646563,0.0034843789221203902
97,0.026824428618930085,0.008997497770276919
98,0.01991251514953768,0.010203251682804115
99,0.0034041556458436206,0.009443087246376658
100,0.020253048443869437,0.019684755841559376
101,0.0031118915479427245,0.015124002760454225
102,0.03413956647314059,0.0074682944738933
103,0.018941833382289497,0.012173607243523454
104,0.001994341920822873,0.001893404967231227
105,0.031520962566770894,0.010768879413995514
106,0.007631536550326834,0.006899513986974748
107,0.01686566928702915,0.0007591135178519615
108,0.004275355776545475,0.0009544676042025912
109,0.01970148457733728,0.004089124178074055
110,0.06040124689953619,0.006048503478113698
111,0.013519789866144605,0.00042130158012754215
112,0.006437756911770481,0.005218394572036322
113,0.0175311366841632,0.003321253005424518
114,0.0334576169113715,0.01380334841698283
115,0.030717751365188117,0.00733214213397404
116,0.009530223051393505,0.008458493309670079
117,0.007552068970837156,0.014946514289890356
118,0.039593397021081334,0.008397773569740252
119,0.015276906345972285,0.0002774425039864248
120,0.0030171191012919873,0.0009803902624034855
121,0.0423138371589451,0.0008696935057626032
122,0.05680048257554765,0.00550984932369869
123,0.01624052432837686,0.003051517237659729
124,0.014313288363567545,0.007266401338626771
125,0.02921110492293716,0.007503908936736803
126,0.026107160132943452,0.003565533189911152
127,0.010227771804691976,0.001180998941632927
128,0.021639904868148763,0.0008506602026692178
129,0.05509869907699433,0.0038860633555013457
130,0.034687304122882456,0.004840647728434844
131,0.007447289495658149,0.005087613593725893
132,0.00926091625423403,0.004909541279508822
133,0.03932350157518483,0.001165935775381266
134,0.024949876716078734,0.0020878249037370455
135,0.019312093437837796,0.00025035215847957204
136,0.0037458662376493312,0.004095079383336309
137,0.014373330534737605,0.00243474480245065
138,0.009375114109204441,0.009687834505785586
139,0.00861399129231416,0.006618334883607746
140,0.04895879842612583,0.004730067740524646
141,0.01827342274147059,0.012772163756753496
142,0.030783385699359178,0.004451340780500912
143,0.009090208120515364,0.0014526030090877828
144,0.019163753956123686,0.0049737640813576345
145,0.012745716777041338,0.007925911129248453
146,0.007910261727277712,0.003484378922120168
147,0.039782058941277176,0.0009525993045127468
148,0.02459315558148062,0.0011899901338916496
149,0.01848886817919826,0.0067909190674850795
